ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001765380-23-000246	0	216	302814098	N
0001172661-23-003868	0	222	957253623	
0001744348-23-000004	0	206	275576696	N
0001172661-23-003867	0	16	206900235	
0001670104-23-000008	0	13	4027344115	N
0001172661-23-003866	0	709	5341594091	
0001398344-23-020628	0	13	468677424	
0001172661-23-003865	0	2	14195109	
0000945621-23-000577	0	1106	1534910962	
0000093751-23-000703	11	4553	1803459498199	N
0001542165-23-000005	0	61	273627307	N
0001172661-23-003864	0	25	2927659322	
0001929389-23-000006	0	23	352302388	N
0001420506-23-002106	0	77	144317290	N
0001398344-23-020626	0	40	184685364	
0001172661-23-003861	0	92	415854418	
0001172661-23-003860	2	275	22851644743	
0001140361-23-053110	13	3468	67213606900	
0001172661-23-003859	0	23	2077994425	
0001104659-23-117791	0	13	1391935125	
0001104659-23-117789	0	213	486736375	
0001214659-23-014938	3	30	392744034	
0001172661-23-003858	0	181	4108685317	
0000902664-23-005493	1	19	6929766521	
0000950123-23-010501	0	374	9748494501	N
0001213900-23-086466	0	27	853506463	
0001172661-23-003857	22	1821	25903856830	
0001172661-23-003856	0	766	11280925513	
0001420506-23-002103	0	102	545756876	N
0001172661-23-003855	0	83	181192082	
0001172661-23-003854	0	51	187722952	
0001172661-23-003853	0	56	749540798	
0001849753-23-000008	0	13	2130449750	N
0001420506-23-002101	0	5	780011952	N
0001172661-23-003852	0	143	1333025013	
0001643569-23-000005	0	2	100106678	N
0001172661-23-003851	0	5	183347695	
0001965207-23-000008	0	1055	429525870	N
0001079738-23-000009	0	53	330860	
0001420506-23-002099	0	8	124259107	N
0001718732-23-000003	0	391	880168056	N
0000950123-23-010496	0	2	181982306	N
0001172661-23-003849	1	1209	2281895696	
0001896430-23-000006	0	364	1025992549	N
0001172661-23-003847	2	6	517662790	
0001398344-23-020621	0	17	302997616	
0001398344-23-020620	0	126	454607350	
0001172661-23-003846	0	258	6574831845	
0000945621-23-000575	0	8	103535615	
0000950123-23-010491	2	18	362212264	N
0001104659-23-117780	0	3	81799525	
0001172661-23-003845	0	37	6942931823	
0000905729-23-000164	0	99	189133065	
0001665590-23-000007	0	39	449471423	N
0001172661-23-003844	0	12	124265977	
0001172661-23-003843	0	75	128415396	
0001493152-23-040813	0	28	182767402	
0001172661-23-003842	0	1	0	
0001104659-23-117779	0	46	149212987	
0000945621-23-000573	0	11	214630918	
0001420506-23-002097	0	26	3450115316	N
0000908834-23-000157	0	5	1295132696	
0000908834-23-000156	0	3	388867650	
0000908834-23-000155	0	3	485498835	
0001420506-23-002096	0	25	82827126	N
0000950123-23-010487	0	9	51905450	N
0000908834-23-000154	0	3	415024000	
0001172661-23-003841	0	20	274525832	
0000908834-23-000153	0	3	410962000	
0000950142-23-002779	0	0	0	
0000908834-23-000152	0	1	268369000	
0000950142-23-002778	0	29	6478927504	
0001845688-23-000003	0	160	627562	N
0001764756-23-000005	0	13	1813203	N
0001478982-23-000004	0	5	130950	N
0001398344-23-020618	0	240	440836992	
0000950123-23-010481	0	206	8566052231	N
0001420506-23-002094	0	45	190585570	N
0001104659-23-117775	0	243	4163834145	
0001771444-23-000004	2	1	609700	
0001104659-23-117774	0	5	109680930	
0001493152-23-040807	0	35	306374732	
0001666335-23-000008	1	131	13769777533	N
0000908834-23-000150	1	159	19950817635	Y
0001520023-23-000012	0	39	22008835017	N
0001172661-23-003840	0	1	127398106	
0001172661-23-003839	0	37	117904047	
0001104659-23-117772	0	462	650687592	
0001172661-23-003838	0	267	9097441826	
0001961898-23-000004	0	60	233735485	
0001214659-23-014936	0	43	952426176	
0001420506-23-002091	0	16	76775275	N
0001445911-23-000005	0	162	650315	N
0001104659-23-117768	0	2	33210993	
0001398344-23-020616	0	260	1288113691	
0001172661-23-003837	0	78	629267781	
0001906799-23-000004	0	89	208284831	
0001776090-23-000006	0	17	1708635860	N
0001172661-23-003834	2	2	90924079	
0001104659-23-117765	5	16216	4070960988179	
0001172661-23-003833	0	158	397388828	
0001564770-23-000008	0	202	635272594	
0001420506-23-002086	0	13	106019716	N
0001398344-23-020612	1	7	164655925	
0001398344-23-020614	0	3	22483042	
0001398344-23-020613	0	422	588094044	
0001214659-23-014934	0	421	438608053	
0001398344-23-020611	0	6	113437504	
0001398344-23-020610	1	183	2806920851	
0001398344-23-020609	0	168	16668386945	
0001398344-23-020607	0	273	4613059699	
0001398344-23-020606	0	53	259748840	
0001398344-23-020605	0	10	765870304	
0001398344-23-020604	0	105	285362867	
0001398344-23-020608	0	171	134112001	
0001398344-23-020603	0	3	4857888	
0001398344-23-020601	0	27	1208849335	
0000950123-23-010475	0	22	333991332	N
0001398344-23-020598	2	5	168966385	
0000950123-23-010476	0	12	108875486	N
0001398344-23-020599	1	85	79707230	
0001172661-23-003831	0	128	1304937798	
0001172661-23-003830	1	37	111971784	
0001918613-23-000004	0	54	117080720	
0001420506-23-002084	0	65	722327540	N
0000712537-23-000114	1	238	299387035	N
0001720969-23-000005	0	280	620707814	
0001172661-23-003829	0	40	639332506	
0001104659-23-117760	0	476	803806411	
0001012975-23-000457	0	829	13173765704	N
0001654954-23-014248	0	40	3033827	
0001172661-23-003828	0	39	117796593	
0001172661-23-003827	0	192	324635735	
0001912612-23-000004	0	169	163050204	
0000921895-23-002584	1	56	160747189	
0000936944-23-000006	2	1298	4752095254	N
0001821561-23-000005	0	373	176305410	
0000778963-23-000007	0	104	216541274	N
0001085146-23-004329	0	118	163134046	N
0001964831-23-000006	0	92	90433664	
0001896379-23-000006	0	19	233639653	N
0001908099-23-000004	0	60	154607767	
0000950123-23-010471	0	255	182227268	N
0001172661-23-003825	1	859	44100512591	
0001420506-23-002082	0	9	279145802	N
0001104659-23-117757	0	65	120929431	
0001753384-23-000009	0	20	373078501	
0001041062-23-000173	4	5162	55651440506	N
0001104659-23-117750	0	282	1093869397	
0001420506-23-002080	0	70	304065997	N
0001172661-23-003824	0	44	160837107	
0001493152-23-040792	0	1681	4209218092	
0001965292-23-000004	0	58	126528239	
0001104659-23-117742	0	103	199646321	
0001639101-23-000010	0	4	21418554	
0000950123-23-010465	0	14	152375473	N
0001071061-23-000008	0	13	300271	Y
0001727492-23-000011	0	13	217755783	
0001972322-23-000004	0	155	373421703	
0001172661-23-003823	0	17	137009188	
0000950123-23-010461	3	0	0	N
0001420506-23-002074	0	277	3325840658	N
0001899059-23-000004	0	39	80527761	
0000950157-23-001139	3	1	57322400	
0001420506-23-002072	0	26	222531511	N
0000016972-23-000005	0	259	2922064239	
0001172661-23-003822	0	268	662559298	
0001420506-23-002070	0	26	294417649	N
0001764694-23-000003	0	230	852128438	
0001420506-23-002068	0	285	106497121	N
0000950103-23-016211	0	0	0	
0001868537-23-000008	0	26	6423229002	N
0001420506-23-002065	0	51	681005837	N
0001964226-23-000004	0	49	128171124	
0001319691-23-000006	0	106	1506101421	N
0001420506-23-002063	0	2	115908590	N
0001420506-23-002062	0	7	136756757	N
0001831342-23-000008	0	13	185133896	
0001884716-23-000011	0	16	631210268	N
0001689013-23-000005	0	230	387526154	N
0001104659-23-117724	0	23	104681979	
0001420506-23-002059	0	41	315543997	N
0001767898-23-000004	0	134	634662198	
0001104659-23-117718	1	6	258304197	
0001420506-23-002057	0	22	395009600	N
0001104659-23-117717	0	72	124310	
0001104659-23-117715	0	1	8766410	
0001420506-23-002056	1	16	340281080	N
0001420506-23-002054	0	9	7969901	N
0001420506-23-002055	0	71	226497727	N
0001172661-23-003821	0	35	1400260448	
0001104659-23-117712	1	1	0	
0001104659-23-117710	1	1	15579244	Y
0001104659-23-117709	1	2	211196967	
0001104659-23-117708	1	1	260074009	
0001856083-23-000005	0	63	2590824056	N
0001104659-23-117707	1	3	190671055	
0000919574-23-006263	0	13	276830816	
0000019617-23-000542	16	28016	906362193827	N
0000950142-23-002777	0	104	488643664	
0001172661-23-003819	1	380	1890167957	
0001713269-23-000007	0	3	140767530	N
0001739877-23-000004	0	474	3243286	N
0001633603-23-000004	0	3	268128667	N
0001964631-23-000009	0	9	5000059291	N
0001214659-23-014927	0	124	3114824419	
0001214659-23-014921	1	37	147290859	
0001214659-23-014931	0	22	1183496343	
0001214659-23-014930	0	15	260792170	
0001214659-23-014923	1	18	692324466	
0001214659-23-014925	0	104	259364277	
0001214659-23-014929	0	155	202570516	
0001214659-23-014926	0	49	1306092547	
0001214659-23-014928	0	2	523355817	
0000944733-23-000004	0	45	163065684	N
0000950142-23-002774	0	10	160145993	
0000701059-23-000020	0	2295	18071398	N
0001104659-23-117701	0	10	4827836279	
0001104659-23-117695	0	435	3918400147	
0001104659-23-117687	0	4	36779526	
0001104659-23-117675	0	7	77240186	
0000950123-23-010431	0	12	320630077	N
0000904454-23-000627	0	14	54341155	
0001104659-23-117670	1	84	136637948	
0001104659-23-117661	0	1	0	
0001535387-23-000005	0	907	1000107	N
0001636441-23-000011	0	7	233210276	N
0001104659-23-117656	0	207	455049345	
0001104659-23-117655	0	556	6506599247	
0000902219-23-000056	10	6786	498628696970	N
0000724683-23-000031	0	10	105638183	N
0000950123-23-010417	5	4103	42110428	N
0000950123-23-010412	9	2724	79611512737	N
0001631562-23-000005	0	72	5356561	N
0000902664-23-005491	0	90	1034055972	
0001104659-23-117633	1	680	1080607031	
0001104659-23-117632	0	12	92701343	
0001104659-23-117631	1	665	5659147940	
0001104659-23-117630	1	232	1293438210	
0000902664-23-005490	0	1	0	
0001104659-23-117629	1	138	2032475360	
0001553936-23-000007	1	41	715692016	N
0001104659-23-117625	1	1010	13065770823	
0001104659-23-117623	1	126	496642740	
0001178913-23-003651	1	28	329611	
0000902664-23-005489	0	1	79350427	
0001104659-23-117606	0	46	6411219031	
0001809187-23-000005	0	42	669186	N
0000950123-23-010395	7	8	3289630837	N
0000950123-23-010382	1	3	103180074	N
0000950123-23-010384	0	39	3501975373	N
0000950123-23-010381	3	14	188893981	N
0001104659-23-117598	0	9	716783525	
0001062993-23-020726	0	26	7199009115	N
0000902664-23-005488	0	39	385211043	
0001104659-23-117593	0	5	105690499	
0001104659-23-117585	0	50	191933630	
0001869683-23-000005	0	11	78214065	N
0000902664-23-005487	0	13	671124770	
0001768041-23-000003	0	19	1139067926	N
0000950123-23-010377	0	58	294526433	N
0000950123-23-010376	0	2	19582909	N
0000950123-23-010374	0	65	296845651	N
0000950123-23-010375	4	7602	268984158	N
0001965819-23-000012	2	593	189874865	
0001493152-23-040729	0	67	4739611392	
0001861244-23-000004	0	6	357034	N
0001732539-23-000007	0	27	752068459	N
0001802695-23-000006	1	30	386415779	N
0001801265-23-000007	0	20	704728270	N
0001104659-23-117516	2	61	1864242754	
0000950103-23-016210	0	94	3666543705	
0000902664-23-005485	0	26	160471363	
0001062993-23-020723	9	26	8481628737	N
0001140361-23-053053	1	1093	5468589777	
0001104659-23-117496	0	3	60114878	
0001104659-23-117490	0	14	330025197	
0001104659-23-117480	29	82	16803455876	
0001104659-23-117467	0	123	513530363	
0001698607-23-000005	0	41	1407877	N
0001601348-23-000004	0	414	280924546	N
0000919574-23-006238	0	450	10740419727	
0001642160-23-000005	0	1988	619198530	N
0000853758-23-000008	0	1952	26339525	N
0001862787-23-000004	0	8	343913	N
0000919458-23-000004	0	153	1129228841	N
0001166588-23-000022	2	9922	77831979819	
0000315080-23-000005	1	285	1739014278	N
0000919574-23-006208	0	16	192765318	
0001494234-23-000005	0	130	953889442	N
0001085146-23-004328	0	16	745891440	N
0001592178-23-000004	0	40	126926673	N
0001754960-23-000338	0	100	245295463	N
0000919574-23-006249	1	7	1124754924	
0000919574-23-006240	2	1	91151800	
0000919574-23-006232	0	9	199579666	
0001808163-23-000007	0	30	107865135	N
0001315863-23-000883	0	24	426379686	N
0001768111-23-000011	0	30	130352803	N
0001832237-23-000004	0	86	615261	N
0001696438-23-000007	0	60	152095706	N
0001766156-23-000007	0	763	958003508	N
0001104659-23-117428	0	8	3992658987	
0000919574-23-006241	0	17	259064521	
0001992825-23-000004	0	2628	636931494	N
0001867731-23-000009	0	52	116271876	N
0000919574-23-006204	1	7	86696959	Y
0000919574-23-006219	1	205	55912332821	
0000919574-23-006186	0	4	238851522	
0001512020-23-000015	0	0	0	N
0001114928-23-000005	0	52	1797064889	N
0000919574-23-006176	1	25	262170839	
0001420506-23-002044	0	12	82403510	N
0001104659-23-117394	0	26	305312359	
0000919574-23-006181	0	36	6024559427	
0001803237-23-000003	0	59	427117564	N
0001437749-23-031702	0	147	217611975	N
0001085146-23-004327	0	100	1500236420	N
0001754960-23-000339	0	57	117967337	N
0001448793-23-000006	0	5	515191283	N
0001910173-23-000008	0	16	295148338	N
0001631775-23-000004	0	114	132454193	N
0001056973-23-000018	0	134	1282099571	N
0001577774-23-000003	0	41	448027678	N
0001840129-23-000006	0	43	302770300	N
0001839498-23-000007	0	77	221312771	N
0001690010-23-000006	0	3384	3002036927	N
0001387292-23-000008	1	10	788279	N
0000919574-23-006228	1	13	512650374	
0000919574-23-006196	4	135	2009351026	
0000947871-23-001069	0	27	1449643293	
0001665751-23-000007	0	8	396351807	N
0001555829-23-000005	0	41	917739780	N
0000919574-23-006259	0	225	322809434	
0001566475-23-000013	0	1389	20562179833	
0001767366-23-000008	0	12	361662815	
0001583092-23-000008	0	134	986459	N
0001085146-23-004325	0	184	2735251693	N
0001802225-23-000004	0	79	92461175	N
0001630365-23-000008	0	112	224850553	N
0001911348-23-000004	0	12	74444839	N
0001772715-23-000006	4	1388	405585548	N
0001962685-23-000002	0	81	57765128	N
0000947871-23-001070	0	5	60211600	
0001033984-23-000008	2	122	4974146178	N
0000919574-23-006216	3	81	1093132801	
0000919574-23-006212	0	44	136782386	
0000919574-23-006217	2	14	165911918	
0000919574-23-006184	0	59	2330050179	
0001701717-23-000005	0	11	519314916	N
0001213900-23-086286	0	78	404842363	
0000919574-23-006173	10	161	19710129654	
0001962685-23-000003	0	105	99068270	N
0000919574-23-006229	1	15	1595156410	
0000919574-23-006185	1	52	115112334	
0001095449-23-000078	0	131	300774232	N
0001768111-23-000010	0	31	2076536349	N
0001215208-23-000004	5	374	497410938	N
0001512020-23-000014	1	288	565327	N
0001859388-23-000004	0	19	279407	N
0000010742-23-000017	0	170	3820445178	N
0000899140-23-001096	1	51	294593246	
0001909993-23-000005	0	26	147344332	N
0001085146-23-004324	0	192	1223862171	N
0001085146-23-004326	0	78	108000078	N
0000200724-23-000006	0	382	757087433	N
0001568541-23-000005	0	4	287774	N
0001908612-23-000004	0	66	123724478	N
0001842785-23-000006	0	10	904970376	N
0001710785-23-000005	0	3	282155577	N
0000950123-23-010272	0	23	2229355	N
0001140361-23-052993	0	157	288664710	
0000919574-23-006175	1	6	147613131	
0000919574-23-006190	0	22	593643906	
0000919574-23-006256	1	21	65902925	
0001597857-23-000006	1	55	250875807	N
0001104659-23-117450	0	78	285366149	
0000919574-23-006246	0	0	0	Y
0000919574-23-006237	2	15	4497003639	
0001768375-23-000014	0	31	3249908	N
0000919574-23-006205	0	26	94965499	
0001803478-23-000005	0	1	1839000	N
0001494234-23-000006	4	278	245535478	N
0000919574-23-006182	0	39	380290855	
0000919574-23-006199	0	8	887080381	
0001317947-23-000008	0	9	615072081	N
0001352467-23-000006	0	195	889041352	N
0001095449-23-000080	0	182	360821950	N
0001681662-23-000005	0	56	195040	N
0001513125-23-000005	0	28	755189510	N
0000919574-23-006188	0	62	182427910	
0000919574-23-006203	0	8	19817422	
0000919574-23-006189	1	28	448736384	
0000919574-23-006253	1	12	125300697	
0000899140-23-001097	0	8	915647305	
0000919574-23-006261	0	19	528876513	
0001807878-23-000024	0	4	148616173	N
0001009076-23-000011	1	2283	12697898143	N
0000919574-23-006193	0	6	281583793	
0001822015-23-000011	0	15	385653460	N
0001062993-23-020719	1	18	37923117	N
0000919574-23-006195	1	24	129143157	
0000919574-23-006222	1	13	19518321	
0001104659-23-117440	0	44	98885846	
0001066816-23-000012	0	558	489384918	N
0000919574-23-006245	0	22	278804604	
0000919574-23-006214	2	11	1991301842	
0001754960-23-000337	0	152	368714503	N
0001420506-23-002047	0	30	555022779	N
0000950123-23-010254	0	12	77875323	N
0000950123-23-010263	0	136	496181165	N
0001699673-23-000007	0	58	88661215	N
0001197853-23-000005	0	8	996915089	N
0001095449-23-000079	0	131	300783917	
0000919574-23-006257	0	37	449206582	
0000919574-23-006236	4	254	587958635	
0001128074-23-000005	0	119	53735980	N
0000919574-23-006172	0	10	101037567	
0001140361-23-052976	2	255	1710828447	
0001754960-23-000336	0	313	412299583	N
0001856103-23-000005	0	43	400729290	N
0000903949-23-000006	0	214	4995917690	N
0000904454-23-000608	2	0	0	
0001536592-23-000009	0	104	2436955	N
0001018331-23-000009	8	1992	32698651	
0001420506-23-002041	0	31	36024500	N
0001689646-23-000006	0	430	884641474	N
0001420506-23-002039	0	120	428485291	N
0001161722-23-000004	0	1099	883352337	N
0000894309-23-000004	0	153	140087966	N
0001085146-23-004323	0	156	9409599357	N
0001994220-23-000004	1	343	543839415	N
0000899140-23-001084	14	30	3853494629	
0001728718-23-000012	0	9	63971040	
0001584691-23-000017	0	1335	19131808244	N
0001132897-23-000005	0	2	70925	N
0001846287-23-000004	0	193	127855599	N
0001999371-23-000140	0	26	127011	
0001909846-23-000006	1	2961	132626	N
0001581465-23-000004	0	104	128406	N
0001398344-23-020573	0	420	331546586	
0001701879-23-000004	0	28	7273866	N
0000894309-23-000003	0	151	132594470	N
0001475896-23-000004	0	1053	1174198	N
0001694886-23-000009	0	106	278504473	N
0001844873-23-000004	0	93	452587605	N
0001765380-23-000245	0	151	187076986	N
0001533551-23-000005	0	36	1004251168	
0000950123-23-010241	0	262	3767607025	N
0001676623-23-000006	0	7	543302551	N
0000919574-23-006168	1	27	18379218	
0001062993-23-020695	0	337	906780958	N
0001606720-23-000007	2	34	2449877143	N
0001062993-23-020694	2	538	16895850894	N
0001006407-23-000009	0	96	789753541	N
0001910383-23-000005	0	79	138863074	N
0000950123-23-010239	1	602	2137990567	N
0001213900-23-086226	1	34	296750241	
0001828776-23-000007	0	20	366455514	N
0001085146-23-004322	0	28	252306335	N
0001437749-23-031678	67	455	505976046	N
0001859606-23-000011	2	571	147512735725	N
0001766904-23-000006	9	3045	1860030585	N
0001398344-23-020567	0	363	633786288	
0001140361-23-052949	4	1200	35062958657	
0001013594-23-000910	0	16	503128116	
0000071633-23-000012	0	8	896963306	N
0001584691-23-000016	0	75	1858720001	N
0001781882-23-000007	0	29	213928633	N
0001532262-23-000005	0	13	885905598	N
0001966440-23-000002	0	2	24230960	N
0001376474-23-000487	0	33	98112784	N
0001631943-23-000009	0	9	104211672	
0001567619-23-007709	0	32	5214139	N
0001999371-23-000132	0	195	113505376	
0001376474-23-000486	0	52	851762369	N
0001537720-23-000010	0	523	2497487811	
0000950123-23-010234	0	7	150609187	N
0001275218-23-000005	1	1085	2127106	N
0001642570-23-000009	0	200	559014669	N
0001323953-23-000015	0	19	2188645989	N
0001600636-23-000004	1	74	172187	N
0001998389-23-000001	0	52	107863597	N
0001001011-23-000006	0	102	73146437	N
0001140361-23-052942	2	201	4299523836	
0001960749-23-000008	0	235	160191225	N
0001303159-23-000005	0	59	3753677121	N
0001214659-23-014884	0	44	1584267726	
0001754960-23-000335	0	348	415876500	N
0000950123-23-010226	3	3	1934177738	N
0001162695-23-000005	0	51	541048838	N
0001569740-23-000004	0	1	73433	N
0001091860-23-000009	0	517	131469081	N
0001694886-23-000008	0	106	276869479	N
0001928502-23-000005	1	554	15872073801	N
0001062993-23-020679	0	54	217452207	N
0001214659-23-014879	3	113	1758129523	
0001172661-23-003818	0	26	158177439	
0001350780-23-000006	0	93	648372	
