ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0000887602-23-000007	0	633	169826816	N
0001398344-23-019585	0	160	469770805	
0001214659-23-013781	0	122	969152684	
0001398344-23-019583	0	485	656641291	
0001137439-23-001183	0	3	1951361	N
0001016972-23-000004	0	329	472339308	N
0001104366-23-000008	0	84	960117	N
0001906793-23-000004	0	46	126984693	N
0001888831-23-000004	0	58	111300181	N
0001722638-23-000004	1	135	218877847	N
0001089707-23-000006	0	86	125847	N
0001398344-23-019574	0	283	1083257669	
0001398344-23-019571	0	154	168627519	
0001798986-23-000005	0	321	339181466	N
0001806226-23-000005	0	34	133168263	N
0001168889-23-000005	0	57	297992951	N
0001324022-23-000010	0	78	119420578	N
0001324022-23-000009	0	86	151529220	N
0001085146-23-003842	0	52	132875032	N
0001324022-23-000008	0	141	459072910	N
0001096783-23-000004	0	134	650409187	N
0001324022-23-000007	0	62	59685201	N
0001398344-23-019566	0	673	419025767	
0001324022-23-000006	0	60	148219689	N
0001678378-23-000004	0	20	10775738	N
0001427202-23-000010	0	569	2341183233	N
0000049969-23-000005	9	422	438751	
0001121477-23-000007	0	420	228200140	
0001580642-23-005646	2	468	4650857957	
0001315059-23-000007	0	73	661724107	N
0001420506-23-001858	0	230	626141345	N
0001665446-23-000004	0	120	269659079	N
0000312272-23-000018	0	3823	48263228	N
0001214659-23-013776	0	93	255521889	
0001930346-23-000007	0	282	133065097	N
0000831571-23-000007	0	763	1779479154	N
0001104659-23-110704	0	67	394205652	
0001592579-23-000006	0	22	778342690	N
0001705819-23-000084	0	31	149019815	
0001737871-23-000004	0	179	116789616	N
0001420506-23-001856	2	852	4324864248	N
0001398344-23-019548	0	413	935446418	
0001012975-23-000438	0	23	7522004237	N
0001540880-23-000008	0	548	7539316360	N
0001140361-23-049103	0	259	3552238197	
0001725888-23-000012	0	1629	315346	N
0001790688-23-000005	0	72	253708315	N
0001842787-23-000005	0	124	167896538	N
0001894921-23-000005	0	34	189639683	N
0001725888-23-000011	0	426	737899	N
0000838618-23-000004	0	338	772954565	N
0001908433-23-000004	0	289	178713407	N
0001574010-23-000004	0	305	188048598	N
0001950158-23-000004	3	158	142831343	N
0001725888-23-000010	0	145	206170	N
0001062993-23-019604	0	824	4555570145	N
0001369702-23-000011	0	80	1614237193	N
0001838234-23-000006	0	90	210373	N
0001838234-23-000005	0	19	125506	N
0001705819-23-000083	0	74	106202047	
0001387131-23-012483	3	518	8069256553	N
0001737090-23-000005	0	274	338865921	N
0000752365-23-000004	0	139	256555698	N
0000950123-23-008947	0	2	56612492	N
0000950123-23-008946	0	1	4912234	N
0000950123-23-008942	1	4	408960539	N
0000894189-23-007700	2	7	4076281	Y
0001692252-23-000004	0	128	390088629	N
0001140361-23-049026	0	118	425792447	
0001085146-23-003840	0	186	251323736	N
0001849683-23-000005	0	95	215441359	N
0001705819-23-000082	0	121	79623983	
0001846161-23-000004	0	111	211563317	N
0001085146-23-003839	0	385	448827798	N
0001986042-23-000019	0	87	148327614	N
0001398344-23-019509	0	170	456092142	
0001398344-23-019507	0	181	275390711	
0001085146-23-003838	0	70	141022458	N
0000950123-23-008929	2	2	695296064	N
0001792704-23-000009	0	1512	350155	N
0001799284-23-000004	0	97	229269279	N
0001966355-23-000004	2	119	242571117	N
0001172661-23-003475	1	134	185087747	
0001706836-23-000010	0	247	616173	N
0001062993-23-019596	0	101	562052413	N
0001172661-23-003474	0	64	150458630	
0001845003-23-000004	0	335	358807598	N
0000950123-23-008922	0	1	57900500	N
0001172661-23-003473	0	35	13284337736	
0001078635-23-000004	0	113	1035391	N
0000893738-23-000004	0	76	133453000	N
0001903786-23-000004	0	103	174844099	N
0001172661-23-003472	0	77	255428912	
0001906967-23-000003	0	142	138161	N
0001649107-23-000006	0	765	473899032	N
0001596901-23-000005	0	143	210434261	N
0001921487-23-000005	0	2480	377165682	N
0001214659-23-013744	0	81	229605935	
0001044929-23-000014	0	425	1140818803	N
0001941040-23-000290	0	118	321258271	
0001973783-23-000003	0	50	146017384	N
0001705819-23-000081	0	52	198041120	
0001008895-23-000004	0	167	466572903	N
0001763722-23-000004	0	50	97687	N
0001172661-23-003471	0	368	703138502	
0001398344-23-019494	0	38	92847800	
0000950123-23-008914	0	343	505509482	N
0000919574-23-005754	1	1	10000000	
0001801892-23-000005	0	101	90206735	N
0001993607-23-000007	0	60	242015509	N
0000740272-23-000009	0	130	306101	N
0001080576-23-000008	0	424	621801	
0001738723-23-000005	0	442	190567961	N
0000919574-23-005751	1	1	10000000	
0001904423-23-000007	0	40	148457668	N
0001623678-23-000004	0	304	319317323	N
0000919574-23-005749	1	1	10000000	
0001772031-23-000005	0	284	556026043	N
0001546865-23-000003	0	160	542929279	N
0001632105-23-000004	0	295	339512008	N
0000878228-23-000008	0	156	849935	N
0001891201-23-000007	0	244	130994873	N
0000950123-23-008912	0	67	1172818295	N
0001067324-23-000004	0	129	1442927977	N
0001831132-23-000003	0	31	230660894	N
0000897069-23-001487	0	8	119071303	
0001847343-23-000004	0	127	113665836	N
0001843553-23-000004	0	163	281858294	N
0001398344-23-019488	0	187	198408255	
0001665097-23-000011	0	97	1505824260	N
0001767802-23-000004	1	199	245891682	N
0001062993-23-019588	0	90	699063055	N
0001104659-23-110358	0	140	104624893	
0001666256-23-000006	0	8	124402980	N
0001172661-23-003469	1	75	2980792124	
0001912297-23-000004	0	352	214125208	N
0001172661-23-003468	0	139	191197143	
0001705819-23-000080	0	168	1150735796	
0001719739-23-000004	0	105	356363876	N
0001703556-23-000007	0	180	152348639	N
0001398344-23-019481	0	779	435248884	
0001104659-23-110318	0	472	975821822	
0001039128-23-000005	0	444	466327715	N
0000950123-23-008903	0	716	911212768	N
0001104659-23-110294	0	1	48224836	
0001104659-23-110290	0	30	164080330	
0000950123-23-008898	0	5	20635645	N
0001993607-23-000005	0	63	240844503	N
0001917686-23-000004	0	83	312479532	N
0001993607-23-000002	0	52	207477915	N
0001722641-23-000007	0	657	2195036429	N
0001535677-23-000004	0	120	268296802	N
0001847956-23-000005	0	145	285063423	N
0001993607-23-000004	0	60	225865758	N
0001993607-23-000003	0	55	201031428	N
0001993607-23-000001	0	53	238160740	N
0001214659-23-013700	0	28	193691905	
0001993607-23-000006	0	62	253895169	N
0001686776-23-000007	0	29	812897	N
0001420506-23-001854	0	44	149495761	N
0001398344-23-019478	0	62	130217644	
0001630363-23-000005	1	9	478457	N
0001573263-23-000017	0	36	245964887	N
0001600403-23-000006	0	216	655822	N
0001965271-23-000004	0	95	162110381	
0000805870-23-000004	0	52	134614262	
0000811407-23-000005	0	35	152314	N
0001694883-23-000004	0	463	483582647	
0001841496-23-000006	0	163	277421107	
0000714364-23-000005	0	303	253540	N
0001925853-23-000004	0	182	174520379	
0001172661-23-003467	0	220	369365487	
0001062993-23-019571	0	93	170863520	N
0001568540-23-000006	0	89	1201782825	
0001172661-23-003466	0	89	121784001	
0001810555-23-000004	0	99	654780910	
0001062993-23-019569	0	994	3112543914	N
0001787663-23-000007	0	70	339009902	
0001733472-23-000007	0	50	205179299	
0001964819-23-000004	0	140	431466961	
0001172661-23-003465	0	123	303639190	
0001907294-23-000004	0	161	405014228	
0001689470-23-000005	0	107	151090806	
0001172661-23-003464	0	122	635971646	
0001842560-23-000005	0	72	113545064	
0001172661-23-003463	0	5	66198857	
0001874068-23-000004	0	96	146759262	
0001689829-23-000005	0	291	1464449790	
0001172661-23-003462	0	46	302266363	
0001801792-23-000004	0	36	142879825	
0001832093-23-000004	0	49	153936574	
0001123812-23-000008	0	230	487330163	N
0001801846-23-000004	0	190	293238353	
0001843826-23-000004	0	128	163234978	
0001214659-23-013688	0	106	232368033	
0001214659-23-013686	0	65	795234013	
0001398344-23-019461	0	64	307893656	
0001172661-23-003461	0	193	212824357	
0001426398-23-000010	0	23	2810451499	N
0001172661-23-003460	0	111	93845637	
0000904454-23-000574	0	6	195672869	
0001664214-23-000009	0	461	1049188704	N
0001172661-23-003459	0	33	80971375	
0001814554-23-000017	1	24	90936003	
0001172661-23-003458	5	1389	4254223283	
0001172661-23-003457	0	44	138414522	
0001172661-23-003456	0	178	400094507	
0000764529-23-000005	0	318	3350306490	N
0001633869-23-000004	0	390	384396374	N
0001398344-23-019453	0	225	282277777	
0001108893-23-000006	0	46	570782371	N
0001602603-23-000004	0	175	356161600	N
0001321993-23-000005	0	357	2586051057	N
0001600746-23-000004	0	33	181727	N
0001844427-23-000007	0	27	14328936	N
0001420506-23-001852	0	252	515285715	N
0001802136-23-000004	0	218	176239094	N
0001327944-23-000006	0	116	198304319	N
0001808919-23-000004	0	126	465576	N
0001172661-23-003455	0	93	115570132	
0001386364-23-000004	0	75	145289452	N
0001398318-23-000011	0	1564	17867338	N
0001962450-23-000005	0	35	456242148	N
0001599390-23-000004	0	141	183924846	N
0001941040-23-000289	0	82	321969359	
0001762068-23-000005	0	106	230015048	N
0001860790-23-000004	0	35	448352546	N
0001941040-23-000288	0	468	284832947	
0001085146-23-003836	0	139	170688373	N
0001842554-23-000006	0	37	161495786	N
0001722053-23-000005	0	311	484195379	
0001986042-23-000018	0	102	785491921	N
0001008937-23-000004	0	303	508580401	N
0001716984-23-000005	0	123	544667894	N
0001172661-23-003454	0	88	275958586	
0000874791-23-000009	0	110	1057255593	N
0001808915-23-000005	0	633	2222328968	N
0001085146-23-003835	0	13	32047124	N
0001602905-23-000007	0	941	1108544815	N
0001085146-23-003834	0	168	179525037	N
0001085146-23-003833	0	128	299394798	N
0001085146-23-003832	0	62	144156580	N
0001085146-23-003831	0	240	377180861	N
0001085146-23-003829	0	97	37176017	N
0001085146-23-003828	0	67	382220021	N
0001085146-23-003827	0	494	7963355968	N
0001085146-23-003826	0	262	1487547862	N
0001085146-23-003825	0	80	109650716	N
0001085146-23-003824	0	46	250988654	N
0001085146-23-003823	0	68	188837131	N
0001085146-23-003822	0	204	209389711	N
0001085146-23-003821	0	244	306438156	N
0001941040-23-000287	0	196	703615612	
0001994512-23-000001	0	42	121621759	N
0001085146-23-003820	6	268	758225920	
0001085146-23-003819	0	86	283468828	N
0001085146-23-003818	0	11	383543218	N
0001085146-23-003817	0	215	554837221	N
0001085146-23-003816	0	78	431237149	N
0001085146-23-003815	0	115	162948723	N
0001085146-23-003814	0	86	207774583	N
0001085146-23-003813	0	414	873282603	N
0001085146-23-003812	0	200	255480764	N
0001085146-23-003811	0	84	224174000	N
0001085146-23-003810	0	512	1228337430	N
0001085146-23-003809	0	150	207211833	N
0001085146-23-003808	0	136	343857692	N
0001085146-23-003806	0	164	887604993	N
0001085146-23-003805	0	36	102663612	N
0001085146-23-003804	0	59	31234495	N
0001085146-23-003803	0	10	116358503	N
0001085146-23-003802	0	77	58522582	N
0001085146-23-003801	1	111	160603066	N
0000909012-23-000100	0	100	3850057841	N
0001085146-23-003800	0	26	245913097	N
0001085146-23-003799	0	152	596231540	N
0001085146-23-003798	0	92	125875312	N
0001085146-23-003797	0	29	179785344	N
0001085146-23-003796	0	284	1085901874	N
0001085146-23-003795	0	171	272633757	N
0001085146-23-003794	0	5	106100946	N
0001085146-23-003793	0	551	716952038	N
0001085146-23-003792	0	39	82408358	N
0001427263-23-000006	0	151	643476000	N
0001085146-23-003791	0	106	136369813	N
0001085146-23-003790	0	78	100744295	N
0001085146-23-003789	0	142	421827886	N
0000938552-23-000008	0	14	180702543	
0001140361-23-048829	0	353	907123840	
0001085146-23-003788	0	104	152448507	N
0001085146-23-003787	0	303	863980202	N
0001085146-23-003786	0	60	31127818	N
0001085146-23-003785	0	81	227005153	N
0001085146-23-003784	0	53	213000334	N
0001085146-23-003783	1	72	209617695	N
0000909012-23-000099	0	377	648422323	N
0000950123-23-008878	0	40	184449456	N
0001911342-23-000002	0	71	199926755	N
0001420506-23-001849	0	100	269638117	N
0001997586-23-000004	0	106	148597517	N
0001997586-23-000003	0	107	153220082	N
0001426449-23-000008	0	9	3133088	N
0001997586-23-000002	0	105	150228759	N
0001997586-23-000001	0	104	137301192	N
0000898399-23-000004	0	57	166149000	N
0001539994-23-000014	0	167	5535663	Y
0001952722-23-000005	0	31	125427224	N
0001905083-23-000004	0	34	32855000	N
0001172661-23-003453	0	23	284035113	
0001172661-23-003452	0	154	1676473759	
0001172661-23-003451	0	258	775290621	
0001398344-23-019422	0	84	205678434	
0001172661-23-003450	0	16	420988371	
0000909012-23-000098	0	301	3325635812	N
0001339270-23-000004	0	292	645407	N
0001398344-23-019419	0	117	1022386807	
0001172661-23-003449	0	128	342450243	
0001420506-23-001840	0	0	0	N
0001172661-23-003448	0	79	512150642	
0001420506-23-001839	0	0	0	N
0001758163-23-000011	0	35	21924752	N
0001104659-23-110017	0	66	517047	
0001398344-23-019416	0	178	250734296	
0001717977-23-000004	0	15	90303	N
0001908923-23-000005	0	503	6281124800	N
0000950123-23-008867	0	990	22461061835	N
0001927474-23-000005	0	81	151215664	
0001991301-23-000005	0	61	159236954	N
0001890435-23-000005	0	30	183640	N
0001962695-23-000004	0	104	112000956	
0000860580-23-000008	0	116	575579831	N
0001172661-23-003444	0	56	144863142	
0001172661-23-003447	0	77	236411029	
0001738071-23-000007	0	14	108690	N
0001927474-23-000004	0	88	147177570	
0001705819-23-000079	0	20	193383302	
0001745796-23-000004	0	49	450994	N
0001878581-23-000004	0	4	23186	N
0001172661-23-003446	0	165	738005121	
0001492162-23-000004	0	72	95837	N
0001420506-23-001835	1	125	741152017	N
0001172661-23-003445	0	47	385477142	
0001104659-23-109910	0	303	442660219	
0001877090-23-000004	0	170	200867081	
0001800692-23-000006	0	210	334238078	
0001862145-23-000005	0	116	595456496	
0001455845-23-000005	0	126	532019742	
0001785498-23-000004	0	179	328072984	
0001723115-23-000005	0	73	174830021	
0000933429-23-000010	0	2434	6230870688	Y
0001085146-23-003782	0	118	411858611	N
0001172661-23-003443	0	166	248663231	
0001968777-23-000003	0	36	164005265	N
0001172661-23-003442	0	167	479098075	
0001172661-23-003441	0	123	636776487	
0001172661-23-003440	0	168	986979414	
0001172661-23-003439	0	98	253908548	
0001172661-23-003438	0	21	115760376	
0000897069-23-001485	0	225	1426965675	
0001085146-23-003780	0	25	177059976	N
0001632078-23-000008	0	103	190413891	N
0001172661-23-003435	2	329	3328295725	
0001729673-23-000005	0	86	693374151	N
0001172661-23-003434	0	115	498323185	
0001172661-23-003433	0	110	250986095	
0001813577-23-000006	0	43	267611558	N
0001172661-23-003432	0	94	254724887	
0001755987-23-000005	0	446	338477830	N
0001104659-23-109862	0	9	4280330041	
0001214659-23-013625	0	55	343800399	
0001085146-23-003779	0	302	1942485117	N
0001961944-23-000004	0	114	101801553	N
0001911735-23-000004	0	117	213560	N
0001214659-23-013611	0	201	431956516	
0001013762-23-004819	0	9	85725088	
0000919538-23-000004	0	57	195527588	N
0001437749-23-028509	0	115	223194195	N
0001809574-23-000005	0	72	188141913	N
0001836270-23-000005	0	509	203687	N
0001871734-23-000004	0	286	178854441	N
0001986152-23-000002	0	75	317014861	N
0001443095-23-000005	0	215	1687877246	N
0001844821-23-000004	0	22	167460355	N
0001976010-23-000006	0	36	85635576	N
0001162781-23-000004	0	89	764438	N
0001987321-23-000003	0	95	239353250	N
0001965616-23-000004	0	285	166796040	N
0001909851-23-000004	0	179	193727487	N
0001510848-23-000004	0	128	276657082	N
0001844201-23-000005	0	142	170894801	N
0001384484-23-000008	0	25	141326674	N
0001079736-23-000007	0	1361	2273321284	N
0001810158-23-000004	0	142	100267642	N
0001802451-23-000004	0	566	120591017	N
0001172661-23-003431	0	143	907843035	
0001398344-23-019396	0	120	346103742	
0001954805-23-000004	0	167	432870040	N
0001092290-23-000012	0	128	1144467243	N
0001909307-23-000008	0	33	112166935	N
0001698461-23-000005	0	278	120176994	N
0001493152-23-037599	0	17	172457	
0001890183-23-000005	0	36	78669306	N
0001881335-23-000005	0	58	108302235	N
0001963839-23-000004	0	144	85516159	N
0001941040-23-000280	0	186	110022275	
0001420506-23-001832	0	63	218228001	N
0001080576-23-000007	0	424	621801	N
0001085146-23-003778	0	659	1321671646	N
0001387458-23-000007	0	126	624587579	N
0001079736-23-000006	0	882	974504458	N
0001916690-23-000006	0	70	107639	N
0001767821-23-000007	0	530	1084957022	N
0001214659-23-013584	0	164	372433586	
0001767821-23-000006	0	542	1050199200	N
0001799435-23-000004	0	67	132468685	N
0001525947-23-000007	0	161	119413724	N
0001911097-23-000006	0	109	283980460	N
0001104659-23-109811	0	226	13070239788	
0001941040-23-000279	0	52	330405637	
0001511739-23-000004	0	134	330749484	N
0001941040-23-000278	0	52	297967256	
0001941040-23-000277	0	53	276608395	
0001941040-23-000276	0	51	250273797	
0001062993-23-019521	0	70	166968549	N
0001085146-23-003777	0	145	338639180	N
0001780565-23-000004	0	44	219741736	N
0001941040-23-000275	0	49	238317531	
0001941040-23-000274	0	47	212618796	
0001910344-23-000007	0	1	358078	N
0001941040-23-000273	0	48	202033942	
0001853635-23-000005	0	3	111768	N
0001941040-23-000272	0	55	164482981	
0001963794-23-000004	0	39	46879032	N
0001085146-23-003776	0	149	176197144	N
0001214659-23-013572	2	295	750220643	
0000903947-23-000005	0	191	2728074983	N
0001534866-23-000019	2	576	11932412436	N
0001398344-23-019382	0	212	272279473	
0000926834-23-000006	0	87	999823572	N
0001748766-23-000004	0	73	194974732	N
0001398344-23-019379	0	30	108958755	
0001277557-23-000004	0	0	0	N
0001398344-23-019375	0	312	1459955061	
0001093589-23-000006	0	85	1388927476	N
0001062993-23-019519	0	577	870177368	N
0001214659-23-013566	0	146	563726908	
0001802132-23-000004	0	134	90352	N
0001161822-23-000005	0	247	688004669	N
0001703383-23-000005	0	777	281354799	N
0001767435-23-000054	2	73	534524958	N
0001085146-23-003775	0	181	211867158	N
0001080201-23-000005	0	75	292931	N
0001908386-23-000005	0	30	137734063	N
0001815025-23-000003	0	134	251787704	N
0000950123-23-008852	1	6	313224690	N
0001840261-23-000004	0	90	124355105	N
0001437749-23-028468	0	151	1212608830	N
0001013762-23-004649	0	241	486933754	
0001172661-23-003429	0	122	106042909	
0001172661-23-003428	0	158	262985226	
0001774086-23-000004	0	219	231020652	N
0001214659-23-013561	0	77	121225758	
0001013762-23-004633	0	1309	3532189504	
0001062993-23-019495	0	64	2778449365	N
0001657676-23-000010	0	0	0	N
0001569606-23-000007	1	18	1225100	N
0001172661-23-003426	0	144	129231246	
0001062993-23-019488	0	436	678278331	Y
0001844830-23-000004	0	14	110904	N
0001172661-23-003425	0	282	1954318424	
0001737089-23-000005	0	479	1815755206	N
0001905665-23-000004	0	38	110631499	N
0001172661-23-003427	0	69	488993101	
0001172661-23-003424	0	114	148147951	
0000950123-23-008845	0	1	85529959	N
0001172661-23-003423	0	46	105498300	
0001056488-23-000004	0	34	87976	N
0001172661-23-003422	0	85	661742398	
0001754960-23-000285	0	299	642707098	N
0000905729-23-000146	0	80	126309793	
0000905729-23-000145	0	46	515976599	
0001729847-23-000004	0	125	241666683	N
0001919344-23-000005	0	124	189972644	N
0001062993-23-019475	0	2	32719247375	N
0001062993-23-019472	0	1	20060110000	N
0000904454-23-000568	0	7	249878568	
0001754960-23-000284	0	88	227434460	N
0001754960-23-000283	0	88	227434460	N
0001062993-23-019468	0	15	6776473044	N
0001731497-23-000005	0	98	386294	N
0001062993-23-019466	0	7	11448069102	N
0001754960-23-000282	0	47	92633187	N
0001062993-23-019459	0	27	7439340566	N
0001437749-23-028423	0	474	102785879	N
0001437749-23-028421	0	483	101793303	N
0001498383-23-000004	0	50	167057	N
0001437749-23-028418	0	517	100445143	N
0001062993-23-019457	0	31	9086452065	N
0001810224-23-000003	0	20	148640376	N
0001172661-23-003421	0	72	276998310	
0001104659-23-109625	0	1	49186900	
0001172661-23-003420	0	27	99886245	
0001172661-23-003419	0	265	738779637	
0001437749-23-028413	0	271	177091335	N
0000904454-23-000564	1	1	62521965	
0001991983-23-000004	0	99	99995271	N
0001697375-23-000009	0	379	152866	N
0001697300-23-000003	0	540	1632108605	N
0001437749-23-028399	0	244	237857408	N
0001840084-23-000004	0	118	179031	N
0001598352-23-000004	0	56	138621	N
0001099910-23-000182	0	121	1661083	
0001900584-23-000006	0	162	746141075	N
0001398344-23-019345	0	138	2341123252	
0000007195-23-000004	0	95	138796000	N
0001079112-23-000005	0	245	1714913597	
0001961742-23-000005	1	300	367985518	N
0001765515-23-000006	0	85	259310	N
0001739728-23-000007	1	823	1389825	N
0001598611-23-000005	0	104	147445101	N
0001910364-23-000004	0	52	77790181	N
0001140361-23-048477	0	100	395844092	
0001593600-23-000005	0	676	112793801	N
0001085146-23-003772	0	234	464694005	N
0001900406-23-000004	0	108	102221555	N
0001844571-23-000004	0	39	449134706	N
0001853401-23-000004	0	117	431518692	N
0001597099-23-000005	0	189	219307578	N
0001794935-23-000006	0	130	678032351	N
0000764112-23-000004	0	54	352591902	N
0001486083-23-000004	0	102	175998409	N
0001705819-23-000078	0	43	346111816	
0001802387-23-000004	0	171	293629803	N
0001791996-23-000006	0	290	1002942573	N
0001855835-23-000004	0	470	114688317	N
0001085146-23-003770	0	225	1090233074	N
0001911876-23-000048	2	1	1205971020	N
0000950123-23-008841	0	156	247644031	N
0001388168-23-000005	0	179	219237340	N
0001085146-23-003769	0	0	0	N
0000909012-23-000097	0	18	168894669	N
0001085146-23-003768	1	605	866289356	N
0001162044-23-001028	0	1007	341707456	
0001537191-23-000005	0	1602	4357024	N
0001085146-23-003767	0	1049	13216085808	N
0001911876-23-000046	2	1	0	N
0001641438-23-000007	0	117	525677872	N
0001764970-23-000004	0	382	273224155	N
0001899703-23-000003	0	259	118650739	N
0001126395-23-000007	0	475	2012801532	N
0001013701-23-000007	0	86	453681691	N
0001600152-23-000004	0	158	398883874	N
0001845743-23-000005	0	127	130426889	N
0001802696-23-000004	0	143	151887504	N
0001706669-23-000006	0	54	193447293	N
0000842766-23-000005	0	146	331330	N
0001693032-23-000008	0	32	147725844	N
0001420506-23-001824	0	81	305607669	N
0001062993-23-019407	1	332	771771650	N
0001599868-23-000005	0	1714	1478362519	N
0001085146-23-003765	0	94	118147000	N
0001511098-23-000006	0	54	985682	N
0001172661-23-003418	0	14	716101224	
0001172661-23-003417	0	14	922504175	
0001666470-23-000004	0	53	396130689	N
0001450935-23-000003	0	108	427199577	N
0001665337-23-000006	1	277	323242766	N
0001172661-23-003416	0	94	337675345	
0001172661-23-003415	0	197	241187788	
0001420506-23-001822	0	132	404952565	N
0001984555-23-000003	0	7951	321358358	N
0001720346-23-000009	0	43	75999539	N
0001911876-23-000040	2	2	45978152	N
0001876326-23-000004	0	148	155900781	N
0001799425-23-000004	0	43	229304	N
0001691766-23-000003	0	614	1202362589	N
0001731466-23-000003	0	74	145272538	N
0001140361-23-048429	0	937	1646131616	
0001879757-23-000005	0	1287	198954008	N
0001898145-23-000004	0	15	99889084	N
0001767868-23-000004	0	180	306738329	N
0001697360-23-000004	0	108	370796243	N
0001214659-23-013523	0	62	227184417	
0001705819-23-000077	0	106	253442765	
0001767302-23-000006	0	379	383311982	N
0001420506-23-001820	0	1	0	N
0001894302-23-000007	0	2069	398486072	N
0001214659-23-013521	0	47	175569558	
0001310929-23-000004	0	110	1337408647	N
0001398344-23-019327	0	40	660241062	
0001941040-23-000259	0	60	324901585	
0001941040-23-000260	0	54	294919633	
0001927129-23-000004	0	53	148896473	N
0001705819-23-000076	0	46	204650540	
0001941040-23-000261	0	52	312228281	
0001941040-23-000258	0	62	347347897	
0001941040-23-000262	0	57	324834667	
0001420506-23-001818	0	241	172395395	N
0001802635-23-000005	0	59	144585299	N
0001422508-23-000005	0	391	426720765	N
0001819476-23-000010	0	235	427839206	N
0000354923-23-000005	0	21	165536432	N
0001172661-23-003414	0	1	6305091	
0001672594-23-000007	0	238	5958809738	N
0001172661-23-003413	0	40	1306753115	
0001376474-23-000456	0	232	586036539	N
0001752045-23-000004	0	87	189292387	N
0000929638-23-002793	0	3	2049152	
0001788241-23-000005	0	48	156206777	N
0001169069-23-000009	0	116	496090632	N
0001722512-23-000005	0	258	1477219031	N
0001772483-23-000004	0	156	343935120	N
0001754960-23-000281	0	36	125576463	N
0001754960-23-000280	0	16	143737455	N
0001889147-23-000003	0	160	356055217	N
0001172661-23-003412	0	233	797944975	
0001172661-23-003411	0	549	2499308844	
0001047142-23-000005	0	174	1196721992	N
0000950123-23-008827	0	397	61809755	N
0001582732-23-000007	0	45	167284611	N
0001862965-23-000008	0	37	163052492	N
0001140361-23-048326	0	116	1036170711	
0001582732-23-000006	0	601	3613486474	N
0001907092-23-000004	0	49	138143763	N
0001635342-23-000004	0	45	271028337	N
0001172661-23-003410	0	28	151663174	
0001112325-23-000010	0	192	6892861689	N
0001786241-23-000006	0	36	129212429	N
0001958743-23-000004	0	149	223272261	N
0001724729-23-000006	0	26	111419345	N
0001705594-23-000004	0	32	98821982	N
0001680638-23-000005	0	38	335239414	N
0001434845-23-000004	0	138	491259095	N
0001808179-23-000005	0	67	91763724	N
0000922439-23-000012	0	511	2497866915	N
0000906396-23-000004	0	142	167348975	N
0000924181-23-000005	0	453	1429635	N
0001593688-23-000004	0	77	281600611	N
0001056827-23-000006	0	57	875354346	N
0001770710-23-000004	1	105	242537650	N
0001656282-23-000006	0	214	102199931	N
0001387818-23-000004	0	45	619281668	N
0001940416-23-000006	0	82	98578491	N
0001850858-23-000005	0	88	63539683	N
0001802107-23-000004	0	36	143967738	N
0001370102-23-000011	0	2398	7914802	N
0001085146-23-003762	0	584	271326141	N
0001992316-23-000004	0	52	337642	N
0001670903-23-000004	0	98	263725758	N
0001936380-23-000005	0	38	116027201	N
0001140361-23-048279	0	191	123617869	
0001398344-23-019303	0	139	166412465	
0001668155-23-000004	0	134	356149483	N
0001850858-23-000004	0	233	809116246	N
0001904033-23-000004	0	99	157834446	N
0001887441-23-000005	0	50	188471060	N
0001651960-23-000004	0	125	325721085	N
0001910666-23-000004	0	730	181483	N
0001683754-23-000004	0	91	237679544	N
0001757260-23-000004	0	49	52361161	N
0001085146-23-003761	0	107	266023247	N
0001172661-23-003409	0	94	301921758	
0001083323-23-000004	0	190	250818749	N
0001172661-23-003408	2	220	1354403963	
0001172661-23-003407	0	14	53938502	
0001989744-23-000002	0	117	283142478	N
0001907802-23-000008	0	35	119270331	N
0001582151-23-000006	0	398	825171571	N
0001653926-23-000004	0	628	326146	N
0001793691-23-000005	0	194	434120921	N
0001578370-23-000005	0	94	218965003	N
0001705819-23-000075	0	30	140623267	
0001725247-23-000007	1	218	522900	N
0001085146-23-003760	0	623	2237009916	N
0001837320-23-000006	0	15	151144866	N
0001825985-23-000033	0	53	387275995	N
0001398344-23-019299	0	62	102752817	
0001535385-23-000005	0	201	7165969369	N
0001962236-23-000002	0	73	106105722	N
0001951757-23-000584	0	281	364406848	N
0001730479-23-000004	0	481	236698191	N
0001591379-23-000004	0	236	704539	N
0001398344-23-019296	0	1	0	
0001398344-23-019293	0	92	417384330	
0001951757-23-000583	0	198	202507680	N
0001840740-23-000008	0	56	171407608	N
0001951757-23-000582	0	116	181795404	N
0001951757-23-000581	0	144	192437843	N
0001840740-23-000007	0	56	171407608	N
0001951757-23-000580	0	71	140094660	N
0001951757-23-000579	0	60	122184339	N
0001956471-23-000004	0	42	134513523	N
0001840740-23-000006	0	56	171407608	N
0001951757-23-000578	0	56	148686949	N
0001951757-23-000577	0	59	117536401	N
0001951757-23-000576	0	141	263554876	N
0001990951-23-000033	0	40	294292219	N
0001951757-23-000575	0	84	174194990	N
0001475271-23-000009	0	47	314706361	N
0001398344-23-019290	0	260	889850910	
0001951757-23-000574	0	104	328221587	N
0001951757-23-000573	0	53	251659963	N
0001085146-23-003759	0	286	342093686	N
0001951757-23-000572	0	53	111386395	N
