ACCESSION_NUMBER,OTHERINCLUDEDMANAGERSCOUNT,TABLEENTRYTOTAL,TABLEVALUETOTAL,ISCONFIDENTIALOMITTED,timestamp
0001104659-24-089402,3,45,2067673242,,2023-10-01
0001013594-24-000654,0,33,656209415,,2023-10-01
0001843019-24-000005,0,31,334777494,N,2023-10-01
0001132716-24-000031,0,5,701511752,,2023-10-01
0001172661-24-003428,0,5,55407070,,2023-10-01
0000919574-24-004629,0,10,142464806,,2023-10-01
0002006405-24-000003,0,45,44098919,N,2023-10-01
0001821407-24-000001,0,422,111778329,N,2023-10-01
0001013594-24-000653,0,24,162657614,,2023-10-01
0000950123-24-008550,13,10891,369568701489,N,2023-10-01
0001062993-24-015020,0,2299,37831387917,N,2023-10-01
0000895345-24-000350,0,5,51015887,,2023-10-01
0000764068-24-000010,4,8475,446726813833,N,2023-10-01
0001172661-24-003427,0,45,227951957,,2023-10-01
0001580642-24-004520,22,8623,7332698502,,2023-10-01
0000919574-24-004628,0,46,382572880,,2023-10-01
0001647251-24-000007,0,10,40924384465,N,2023-10-01
0000950123-24-008548,3,5,3065964,Y,2023-10-01
0001874761-24-000009,0,1,46610596,N,2023-10-01
0001013594-24-000652,0,15,48435233,,2023-10-01
0001863523-24-000005,0,127,1418229,N,2023-10-01
0001085146-24-003847,0,72,107062633,N,2023-10-01
0001849517-24-000005,0,28,336918424,N,2023-10-01
0001172661-24-003426,0,37,778915318,,2023-10-01
0001848809-24-000007,0,18,174552945,,2023-10-01
0001951757-24-000760,0,69,175302246,N,2023-10-01
0001172661-24-003424,1,355,1636172616,,2023-10-01
0001956824-24-000003,0,496,2179924240,N,2023-10-01
0001013594-24-000651,0,75,110949474,,2023-10-01
0001398344-24-014621,0,13,136696944,,2023-10-01
0001172661-24-003423,0,22,2422975471,,2023-10-01
0001493152-24-031958,0,11,1260906652,,2023-10-01
0001140361-24-037202,0,66,444360819,,2023-10-01
0001420506-24-001469,0,16,234352805,N,2023-10-01
0001012975-24-000325,0,4,852478437,N,2023-10-01
0001765380-24-000340,0,124,582343146,N,2023-10-01
0001085146-24-003846,0,57,280849372,N,2023-10-01
0001214659-24-014421,0,348,45011374930,,2023-10-01
0001405086-24-000194,0,33,157265411,N,2023-10-01
0001062993-24-015016,0,570,1740047689,N,2023-10-01
0001850755-24-000002,0,207,317188287,N,2023-10-01
0001172661-24-003422,0,728,6353152285,,2023-10-01
0001839851-24-000003,0,12,172143348,N,2023-10-01
0001172661-24-003421,0,2,49037151,,2023-10-01
0001809187-24-000008,0,55,800243000,N,2023-10-01
0000902664-24-005109,0,1,51872187,,2023-10-01
0001641604-24-000002,0,28,315548831,N,2023-10-01
0001085146-24-003845,0,29,2010165751,N,2023-10-01
0000902664-24-005107,0,1,0,,2023-10-01
0001172661-24-003420,0,106,3644917989,,2023-10-01
0000902664-24-005105,0,1,0,,2023-10-01
0000919574-24-004624,2,45,567887863,,2023-10-01
0000902664-24-005104,2,6,1781563000,,2023-10-01
0001420506-24-001465,0,14,292242079,N,2023-10-01
0001172661-24-003419,0,105,491641031,,2023-10-01
0000902664-24-005103,0,5,242154519,,2023-10-01
0000950123-24-008540,20,10576,260883949604,N,2023-10-01
0000950123-24-008534,0,3,25748,N,2023-10-01
0001104659-24-089400,0,110,877654292,,2023-10-01
0001420506-24-001462,0,132,876729381,N,2023-10-01
0001759364-24-000005,0,15,68316834,,2023-10-01
0001172661-24-003418,5,2827,3619881828,,2023-10-01
0001665518-24-000004,0,108,307481,N,2023-10-01
0001172661-24-003417,0,2,14197530,,2023-10-01
0001374170-24-000038,0,1930,669352189466,N,2023-10-01
0001172661-24-003416,0,38,576922908,,2023-10-01
0001644187-24-000006,0,52,1193524701,N,2023-10-01
0001114928-24-000004,0,55,2239654985,N,2023-10-01
0001085146-24-003844,0,18,7469364,N,2023-10-01
0001172661-24-003415,0,100,2617077013,,2023-10-01
0002009520-24-000004,0,15,320820550,N,2023-10-01
0001104659-24-089397,0,0,0,,2023-10-01
0000919574-24-004622,0,56,1344120675,,2023-10-01
0000945621-24-000673,0,52,2369946941,,2023-10-01
0001381843-24-000006,0,38,164003810,N,2023-10-01
0001132716-24-000030,0,521,1606519109,Y,2023-10-01
0001172661-24-003413,22,3921,23808847711,,2023-10-01
0001420506-24-001461,0,54,221407096,N,2023-10-01
0000919574-24-004621,1,57,126620598,,2023-10-01
0000950123-24-008510,10,28,12395936883,N,2023-10-01
0000898427-24-000017,6,2596,33615929753,N,2023-10-01
0001172661-24-003411,0,8,223923029,,2023-10-01
0001172661-24-003410,1,36,118000396,,2023-10-01
0001172661-24-003409,0,11,708080944,,2023-10-01
0001765380-24-000339,0,151,240311544,N,2023-10-01
0001965819-24-000003,2,98,36990066,,2023-10-01
0001172661-24-003408,0,85,195727150,,2023-10-01
0001725547-24-003929,0,12,186967061,N,2023-10-01
0001624758-24-000008,1,1464,2262005,N,2023-10-01
0002003159-24-000006,0,0,0,,2023-10-01
0001512805-24-000019,0,335,118237804,N,2023-10-01
0000919574-24-004619,0,32,192179634,,2023-10-01
0001104659-24-089395,0,1023,2680988099,,2023-10-01
0001213900-24-068650,0,8,851422109,,2023-10-01
0001172661-24-003407,0,21,47971377,,2023-10-01
0000919574-24-004617,1,17,650446245,,2023-10-01
0001420506-24-001459,0,5,1280469555,N,2023-10-01
0001665077-24-000005,0,20,342075068,N,2023-10-01
0000902664-24-005101,0,5,369726897,,2023-10-01
0001172661-24-003403,2,272,16970478769,,2023-10-01
0001172661-24-003401,2,44,131001816,,2023-10-01
0001172661-24-003400,0,140,680786676,,2023-10-01
0001765380-24-000338,0,269,710024801,N,2023-10-01
0001011438-24-000445,12,120,4672475538,,2023-10-01
0001662906-24-000007,0,9,1072837469,N,2023-10-01
0001512805-24-000017,0,113,25266306,N,2023-10-01
0001172661-24-003399,0,84,205887424,,2023-10-01
0000919574-24-004615,1,55,127201377,,2023-10-01
0001696497-24-000006,0,220,225428308,N,2023-10-01
0001626220-24-000005,0,40,1991282389,N,2023-10-01
0000945621-24-000670,0,1182,1440571656,,2023-10-01
0001214659-24-014418,0,457,1000014200,,2023-10-01
0001172661-24-003397,1,860,54008710010,,2023-10-01
0001420506-24-001455,0,16,280456777,N,2023-10-01
0001420506-24-001454,0,34,4419403078,N,2023-10-01
0001172661-24-003396,1,76,1184024792,,2023-10-01
0001172661-24-003395,0,756,15106594325,,2023-10-01
0000914973-24-000007,0,91,225075800,N,2023-10-01
0001520710-24-000004,0,131,1099760,N,2023-10-01
0001963212-24-000004,0,432,1124212957,N,2023-10-01
0001172661-24-003394,0,142,1303931693,,2023-10-01
0001765380-24-000337,0,87,227173109,N,2023-10-01
0001104659-24-089387,0,623,2318543270,,2023-10-01
0001172661-24-003393,0,363,1254913218,,2023-10-01
0001455468-24-000003,1,79,77681867,N,2023-10-01
0001590729-24-000009,0,3,251760167,N,2023-10-01
0001689013-24-000003,0,270,538266807,N,2023-10-01
0001172661-24-003392,0,380,2100654643,,2023-10-01
0001778131-24-000005,0,632,6110988,N,2023-10-01
0001104659-24-089383,0,14,1468022525,,2023-10-01
0001172661-24-003389,2,44,1224113486,,2023-10-01
0001590144-24-000021,0,49,158017511,N,2023-10-01
0000950123-24-008487,1,118,915841312,N,2023-10-01
0000950123-24-008489,0,291,11972137760,N,2023-10-01
0001831342-24-000008,0,1,15558111,,2023-10-01
0001512805-24-000014,0,448,204166586,N,2023-10-01
0001398344-24-014618,7,1105,5100873394,,2023-10-01
0001654954-24-010537,0,37,3613475,,2023-10-01
0001172661-24-003388,0,256,546329253,,2023-10-01
0001172661-24-003387,0,68,591710972,,2023-10-01
0001353098-24-000008,0,111,256150768,N,2023-10-01
0001172661-24-003386,0,483,28676946321,,2023-10-01
0000950123-24-008486,1,21,187711761,N,2023-10-01
0001949877-24-000012,0,17,272393088,N,2023-10-01
0001965613-24-000005,0,19,233602697,N,2023-10-01
0001535943-24-000007,0,29,579623431,N,2023-10-01
0001607278-24-000008,0,38,215470,N,2023-10-01
0001172661-24-003385,0,41,5316759360,,2023-10-01
0001172661-24-003384,0,382,554430264,,2023-10-01
0001172661-24-003383,0,151,195492334,,2023-10-01
0000950142-24-002199,0,19,3179663448,,2023-10-01
0001398344-24-014616,0,270,5247466214,,2023-10-01
0001398344-24-014615,0,14,820361322,,2023-10-01
0001398344-24-014613,0,108,336964208,,2023-10-01
0001398344-24-014614,0,177,569270592,,2023-10-01
0001420506-24-001449,0,68,2705945536,N,2023-10-01
0001172661-24-003381,0,404,1667128241,,2023-10-01
0001172661-24-003380,0,78,145617305,,2023-10-01
0001172661-24-003379,0,251,7982220847,,2023-10-01
0001951757-24-000759,1,78,236234672,N,2023-10-01
0001540531-24-000011,0,19,972744437,N,2023-10-01
0000945621-24-000668,0,4,517567249,,2023-10-01
0001172661-24-003378,0,43,297704937,,2023-10-01
0001835407-24-000005,0,8,460804098,N,2023-10-01
0001104659-24-089377,0,33,118737228,,2023-10-01
0001140361-24-037187,5,2283,29341480056,,2023-10-01
0001825309-24-000007,0,14,294606353,N,2023-10-01
0001839882-24-025857,0,5,131402210,,2023-10-01
0001172661-24-003377,0,68,109548155,,2023-10-01
0001398344-24-014611,1,2646,19724037338,,2023-10-01
0001172661-24-003376,2,710,2428154946,,2023-10-01
0001420506-24-001447,0,81,106311497,N,2023-10-01
0001172661-24-003375,0,82,684834948,,2023-10-01
0001172661-24-003374,0,7,1211576396,,2023-10-01
0001670104-24-000005,0,13,3340180410,N,2023-10-01
0001398344-24-014609,0,50,49873708,,2023-10-01
0000950157-24-001097,3,1,19772600,,2023-10-01
0001172661-24-003372,1,95,375673244,,2023-10-01
0001452765-24-000012,0,3874,46936425904,N,2023-10-01
0001839882-24-025854,0,1,767794,,2023-10-01
0001730478-24-000003,0,46,913002664,N,2023-10-01
0000950123-24-008474,2,14,349682519,N,2023-10-01
0001697013-24-000006,0,74,1460284019,N,2023-10-01
0001085146-24-003843,0,0,0,N,2023-10-01
0001172661-24-003371,0,20,975885549,,2023-10-01
0000950123-24-008470,0,25,480946820,N,2023-10-01
0000950123-24-008471,0,2,821898373,N,2023-10-01
0000950123-24-008466,0,2,302022762,N,2023-10-01
0000950123-24-008467,0,2,120082222,N,2023-10-01
0001085146-24-003842,1,825,17074394051,N,2023-10-01
0001398344-24-014608,0,7,306704353,,2023-10-01
0001398344-24-014607,0,8,94250135,,2023-10-01
0001398344-24-014605,1,10,212506740,,2023-10-01
0001398344-24-014604,1,180,2499542292,,2023-10-01
0000902664-24-005100,0,12,1709706509,,2023-10-01
0001398344-24-014603,0,11,839404708,,2023-10-01
0001398344-24-014601,0,53,283225526,,2023-10-01
0001398344-24-014599,0,438,855077680,,2023-10-01
0001398344-24-014600,0,175,1709483545,,2023-10-01
0001398344-24-014602,0,384,13604975873,,2023-10-01
0001398344-24-014596,0,22,1221867227,,2023-10-01
0001398344-24-014598,0,149,159168365,,2023-10-01
0001398344-24-014597,0,33,238052964,,2023-10-01
0001398344-24-014595,0,18,277070927,,2023-10-01
0002011882-24-000004,0,332,1118188654,N,2023-10-01
0001085146-24-003841,0,0,0,N,2023-10-01
0001085146-24-003840,0,0,0,N,2023-10-01
0001104659-24-089374,0,7,6858777463,,2023-10-01
0001085146-24-003839,0,0,0,N,2023-10-01
0001904607-24-000006,0,2,15723460,N,2023-10-01
0001256484-24-000020,3,13644,593475309020,N,2023-10-01
0001085146-24-003838,1,246,895507473,N,2023-10-01
0001420506-24-001445,0,10,259815000,N,2023-10-01
0001104659-24-089370,0,2,47781685,,2023-10-01
0001012975-24-000324,0,2,139216672,N,2023-10-01
0001104659-24-089369,0,2,55275360,,2023-10-01
0001696497-24-000005,0,378,384814992,N,2023-10-01
0001172661-24-003370,0,25,1365868363,,2023-10-01
0002011314-24-000004,0,196,61820375,N,2023-10-01
0001104659-24-089368,0,3,32731630,,2023-10-01
0001085146-24-003837,4,1345,51002499342,N,2023-10-01
0001104659-24-089367,0,2,49200749,,2023-10-01
0001104659-24-089366,0,2,92483632,,2023-10-01
0001493152-24-031911,0,68,6459165358,,2023-10-01
0001104659-24-089365,3,4,194836631,,2023-10-01
0001104659-24-089364,0,3,36661844,,2023-10-01
0001104659-24-089361,0,2,216409328,,2023-10-01
0001104659-24-089359,0,5,411440316,,2023-10-01
0001776090-24-000006,0,19,1385885395,N,2023-10-01
0001104659-24-089358,0,4,673702759,,2023-10-01
0000950123-24-008443,0,2,30413364,N,2023-10-01
0001104659-24-089357,0,3,383096410,,2023-10-01
0001420506-24-001442,0,41,389584650,N,2023-10-01
0000921895-24-001774,1,42,137056095,,2023-10-01
0001493152-24-031908,0,10,313346633,,2023-10-01
0001633901-24-000004,0,392,38600514,N,2023-10-01
0001493152-24-031903,0,11,155118947,,2023-10-01
0001706164-24-000003,0,126,363886710,N,2023-10-01
0001172661-24-003369,1,74,2586568397,,2023-10-01
0001398344-24-014592,0,47,112730184,,2023-10-01
0001420506-24-001439,0,46,334574049,N,2023-10-01
0001420506-24-001438,0,29,126292381,N,2023-10-01
0001172661-24-003368,0,18,911826076,,2023-10-01
0001420506-24-001437,1,14,282370416,N,2023-10-01
0001286478-24-000007,0,277,805872317,Y,2023-10-01
0001493152-24-031901,0,1473,4222355151,,2023-10-01
0001420506-24-001434,0,15,399505985,N,2023-10-01
0000902664-24-005098,0,4,324111249,,2023-10-01
0000897101-24-000370,1,533,4344422,,2023-10-01
0001398344-24-014590,0,982,567798877,,2023-10-01
0000950123-24-008434,0,11,1159950059,N,2023-10-01
0001172661-24-003367,0,174,276906252,,2023-10-01
0001915395-24-000008,0,18,220556936,N,2023-10-01
0001420506-24-001431,0,7,167922217,N,2023-10-01
0001104659-24-089351,5,14,1436587503,,2023-10-01
0001172661-24-003366,0,31,112826100,,2023-10-01
0001172661-24-003365,0,18,1608891106,,2023-10-01
0001172661-24-003364,0,12,706886407,,2023-10-01
0001398344-24-014588,0,759,1044426179,,2023-10-01
0000908834-24-000195,0,205,982688346,,2023-10-01
0000927971-24-000006,8,12093,344471791947,N,2023-10-01
0001172661-24-003363,0,29,2628021136,,2023-10-01
0000908834-24-000194,0,272,2114729349,,2023-10-01
0000950123-24-008425,1,3,859505,N,2023-10-01
0000908834-24-000193,0,246,1351772094,,2023-10-01
0001172661-24-003362,0,1,251364051,,2023-10-01
0000950123-24-008423,0,3,29969336,N,2023-10-01
0001172661-24-003361,3,1421,2762863961,,2023-10-01
0000950142-24-002194,0,10,192443935,,2023-10-01
0001172661-24-003360,0,72,1052652400,,2023-10-01
0001849776-24-000006,0,13,135963404,N,2023-10-01
0001104659-24-089339,0,9,242687838,,2023-10-01
0001104659-24-089338,0,497,4796326244,,2023-10-01
0000950123-24-008418,0,6,76530244,N,2023-10-01
0000950123-24-008415,0,1233,15987052314,N,2023-10-01
0000950123-24-008417,0,12,391553132,N,2023-10-01
0001839882-24-025851,0,5,163710856,,2023-10-01
0000950142-24-002193,0,58,272380447,,2023-10-01
0001214659-24-014416,0,172,724291251,,2023-10-01
0001214659-24-014415,0,13,211545850,,2023-10-01
0001214659-24-014413,0,107,363144248,,2023-10-01
0001214659-24-014414,0,144,4826027049,,2023-10-01
0001172661-24-003359,2,5,418917889,,2023-10-01
0001104659-24-089335,0,41,7508400483,,2023-10-01
0002011335-24-000004,0,34,839902502,N,2023-10-01
0001940461-24-000004,0,35,151126294,N,2023-10-01
0001172661-24-003355,0,104,2273188812,,2023-10-01
0000950123-24-008408,1,25,167861283,N,2023-10-01
0001104659-24-089330,0,150,238643316,,2023-10-01
0001104659-24-089329,0,74,392001054,,2023-10-01
0001213900-24-068585,4,343,2937093546,,2023-10-01
0001172661-24-003354,0,43,227716436,,2023-10-01
0001172661-24-003353,0,18,1131602981,,2023-10-01
0000950123-24-008406,2,2,293411716,N,2023-10-01
0001104659-24-089323,0,14,3320299038,,2023-10-01
0001172661-24-003352,0,35,5928697018,,2023-10-01
0001172661-24-003351,1,138,273754821,,2023-10-01
0001104659-24-089320,0,1,9040474,,2023-10-01
0001520023-24-000030,0,40,24539466801,N,2023-10-01
0001104659-24-089316,0,4,46742955,,2023-10-01
0001104659-24-089315,0,31,140027210,,2023-10-01
0001104659-24-089306,0,3,65919112,,2023-10-01
0001104659-24-089304,0,6,142690237,,2023-10-01
0001670627-24-000005,0,24,2718268,N,2023-10-01
0001868537-24-000009,0,28,7750041584,N,2023-10-01
0000950123-24-008391,2,1,203938012,N,2023-10-01
0001104659-24-089297,0,1,0,,2023-10-01
0001104659-24-089294,0,7,191171298,,2023-10-01
0001782974-24-000003,0,12,382593970,N,2023-10-01
0001493152-24-031852,3,2,3991803282,,2023-10-01
0001636441-24-000005,0,9,178636548,N,2023-10-01
0001884716-24-000004,0,14,220234229,N,2023-10-01
0001104659-24-089290,1,39,148709411,,2023-10-01
0000950123-24-008387,0,2,757649855,N,2023-10-01
0001104659-24-089280,0,45,514294482,,2023-10-01
0000950123-24-008382,0,1,1488924,Y,2023-10-01
0000950123-24-008381,0,1,466213138,N,2023-10-01
0000950123-24-008380,0,33,5234524600,N,2023-10-01
0000950123-24-008379,0,102,6904235824,N,2023-10-01
0001872787-24-000006,0,28,422564803,N,2023-10-01
0000950123-24-008377,0,44,127734362,N,2023-10-01
0001104659-24-089271,0,6,42179403,,2023-10-01
0001651424-24-000003,0,1088,5962945699,N,2023-10-01
0001104659-24-089269,0,1,147059330,,2023-10-01
0001801265-24-000009,0,20,791574866,N,2023-10-01
0001493152-24-031825,0,1,319604400,,2023-10-01
0001104659-24-089265,6,7,323774345,,2023-10-01
0001104659-24-089264,0,129,2228157678,,2023-10-01
0000950123-24-008375,0,423,1335878350,N,2023-10-01
0001385642-24-000007,0,21,295837240,N,2023-10-01
0001493152-24-031809,1,12,10821334657,,2023-10-01
0001768041-24-000003,0,18,1498412764,N,2023-10-01
0001140361-24-037170,0,5,1033078434,,2023-10-01
0001213900-24-068546,0,42,1082541398,,2023-10-01
0000950123-24-008366,10,16,8169653731,N,2023-10-01
0000950123-24-008369,0,1,0,N,2023-10-01
0000950123-24-008364,0,40,187852014,N,2023-10-01
0000950123-24-008359,0,39,1722446856,N,2023-10-01
0001104659-24-089217,0,4,305136086,,2023-10-01
0001745879-24-000003,4,323,1818662081,N,2023-10-01
0001104659-24-089195,0,1,1003500899,,2023-10-01
0001701717-24-000004,0,9,924276153,N,2023-10-01
0001104659-24-089185,1,2,722937321,,2023-10-01
0001104659-24-089184,26,90,21535153733,,2023-10-01
0000950123-24-008353,0,39,3884214971,N,2023-10-01
0000950123-24-008354,0,2258,19519738932,N,2023-10-01
0001178913-24-002582,1,15,362366,,2023-10-01
0001104659-24-089179,0,6,159821395,,2023-10-01
0001732539-24-000004,0,25,849203239,N,2023-10-01
0001104659-24-089150,2,669,1260943707,,2023-10-01
0000902664-24-005097,0,49,4248319808,,2023-10-01
0001104659-24-089140,2,38,1182889391,,2023-10-01
0001178913-24-002570,3,126,9565941,,2023-10-01
0001553936-24-000005,1,40,491727539,N,2023-10-01
0001104659-24-089131,0,36,81433071,,2023-10-01
0000950103-24-012171,0,104,4228250798,,2023-10-01
0001214659-24-014404,0,38,1000860968,,2023-10-01
0001104659-24-089111,0,1,219764240,,2023-10-01
0001695459-24-000006,0,1,1292386041,N,2023-10-01
0000919574-24-004517,0,3,220114046,,2023-10-01
0000905148-24-002144,1,9,746577706,,2023-10-01
0001062993-24-014993,0,18,302567422,N,2023-10-01
0001727827-24-000005,0,321,297831468,N,2023-10-01
0000919574-24-004550,0,13,1709631617,,2023-10-01
0001001011-24-000005,0,103,94823,N,2023-10-01
0000919574-24-004516,0,100,140733310,,2023-10-01
0001315863-24-000610,0,159,1284979355,N,2023-10-01
0001029311-24-000003,0,127,843013393,,2023-10-01
0000919574-24-004524,0,0,0,Y,2023-10-01
0001951757-24-000755,0,300,671181472,N,2023-10-01
0000919574-24-004535,0,12,19731011,Y,2023-10-01
0000919574-24-004543,1,24,175988259,,2023-10-01
0000919574-24-004594,9,192,25688066436,,2023-10-01
0001867731-24-000005,0,61,183081419,N,2023-10-01
0000895345-24-000342,0,99,134978350,,2023-10-01
0001172661-24-003343,0,23,13137113071,,2023-10-01
0001689933-24-000005,0,238,620909821,N,2023-10-01
0000905148-24-002146,1,10,874871445,,2023-10-01
0000919574-24-004555,0,103,213131332,,2023-10-01
0001951757-24-000756,0,83,92194017,N,2023-10-01
0000919574-24-004539,3,63,1259015003,,2023-10-01
0001085146-24-003833,0,61,114176542,N,2023-10-01
0001768111-24-000007,0,35,2422030292,N,2023-10-01
0000919574-24-004528,1,28,22344450,,2023-10-01
0000919574-24-004538,1,14,1444621475,,2023-10-01
0000919574-24-004578,0,551,12568240452,,2023-10-01
0001832237-24-000003,0,86,520458,N,2023-10-01
0001085146-24-003829,0,0,0,N,2023-10-01
0000919574-24-004520,0,37,152217218,,2023-10-01
0001420506-24-001423,0,118,848778719,N,2023-10-01
0000905148-24-002158,1,11,575989181,,2023-10-01
0001214659-24-014396,0,66,249337241,,2023-10-01
0001095449-24-000062,0,181,405576226,N,2023-10-01
0000919574-24-004526,2,10,2084377191,,2023-10-01
0000919574-24-004519,1,24,175031600,,2023-10-01
0000919574-24-004522,0,55,365321108,,2023-10-01
0001695345-24-000003,0,135,383542250,N,2023-10-01
0001420506-24-001425,0,154,396679792,N,2023-10-01
0000919574-24-004560,4,302,1217087070,,2023-10-01
0000732847-24-000010,0,80,326936,N,2023-10-01
0000919574-24-004541,0,17,135936215,,2023-10-01
0001083831-24-000013,5,2930,48206226021,N,2023-10-01
0000919574-24-004585,0,127,762510399,,2023-10-01
0001172661-24-003339,0,142,158473243,,2023-10-01
0001962552-24-000005,0,34,104852590,N,2023-10-01
0001941040-24-000376,0,24,1284768156,,2023-10-01
0000905148-24-002156,1,9,635055023,,2023-10-01
0001085146-24-003835,0,147,146354142,N,2023-10-01
0001095449-24-000058,0,222,148024410,N,2023-10-01
0000919574-24-004553,0,28,237899014,,2023-10-01
