ACCESSION_NUMBER,OTHERINCLUDEDMANAGERSCOUNT,TABLEENTRYTOTAL,TABLEVALUETOTAL,ISCONFIDENTIALOMITTED,timestamp
0001830954-24-000003,0,161,325242455,N,2023-10-01
0001172661-24-002799,0,92,777246426,,2023-10-01
0001794543-24-000005,0,344,944415269,,2023-10-01
0001398344-24-012707,0,175,581537216,,2023-10-01
0001697740-24-000011,0,38,308611011,N,2023-10-01
0001736260-24-000007,0,166,262999078,N,2023-10-01
0001736260-24-000006,0,167,262999078,N,2023-10-01
0001213900-24-061928,0,422,1577761432,,2023-10-01
0000950123-24-006614,0,1,19540751,N,2023-10-01
0001085146-24-003063,0,102,893897685,N,2023-10-01
0001085146-24-003056,0,110,145709081,N,2023-10-01
0001085146-24-003062,0,192,960878234,N,2023-10-01
0001133219-24-000003,0,29,320433246,N,2023-10-01
0001085146-24-003058,0,40,218418893,N,2023-10-01
0001754960-24-000262,0,197,2411933750,N,2023-10-01
0001085146-24-003061,0,9,393632586,N,2023-10-01
0001221073-24-000053,0,538,2158942871,,2023-10-01
0001085146-24-003065,0,55,121894556,N,2023-10-01
0001085146-24-003064,0,41,111005117,N,2023-10-01
0001686776-24-000004,0,31,672790,N,2023-10-01
0001085146-24-003066,0,104,566874078,N,2023-10-01
0001847820-24-000004,0,167,188206138,N,2023-10-01
0001085146-24-003067,0,105,157165000,N,2023-10-01
0001085146-24-003060,3,130,112899777,,2023-10-01
0001085146-24-003057,0,18,166059736,N,2023-10-01
0001085146-24-003059,0,71,241688859,N,2023-10-01
0001398344-24-012705,0,571,383499941,,2023-10-01
0002007175-24-000003,0,622,145668583,N,2023-10-01
0001593600-24-000004,0,626,105506544,N,2023-10-01
0001140361-24-033310,0,126,1356100011,,2023-10-01
0001668155-24-000003,0,130,410291477,N,2023-10-01
0001172661-24-002797,0,278,883204454,,2023-10-01
0001085146-24-003037,0,265,928861685,N,2023-10-01
0001772483-24-000003,0,143,402066013,N,2023-10-01
0000950123-24-006607,1,4,335258328,N,2023-10-01
0001893403-24-000003,0,120,116688387,N,2023-10-01
0001172661-24-002796,0,80,474129202,,2023-10-01
0001085146-24-003036,0,46,168269667,N,2023-10-01
0001172661-24-002794,0,43,14190484294,,2023-10-01
0001062993-24-013832,0,180,492605314,N,2023-10-01
0001512601-24-000014,0,296,609452570,N,2023-10-01
0001172661-24-002793,0,173,260524902,,2023-10-01
0001214659-24-012483,0,321,378246773,,2023-10-01
0001104659-24-080197,0,394,247655530,,2023-10-01
0001979372-24-000003,0,45738,803970194,N,2023-10-01
0000919574-24-004036,0,153,522823847,,2023-10-01
0001084207-24-000003,0,53,278567,N,2023-10-01
0001646695-24-000006,0,177,1792000034,N,2023-10-01
0001570253-24-000003,0,64,1064143,N,2023-10-01
0001705819-24-000038,0,111,379465226,,2023-10-01
0002008540-24-000005,0,21,147079080,N,2023-10-01
0001085146-24-003033,0,128,2550702987,N,2023-10-01
0000950123-24-006601,0,309,512164717,N,2023-10-01
0001942361-24-000003,0,61,355380455,N,2023-10-01
0001172661-24-002792,0,129,128126066,,2023-10-01
0001058022-24-000004,0,71,371822,N,2023-10-01
0001172661-24-002790,0,12,63542057,,2023-10-01
0001890183-24-000003,0,41,80926644,N,2023-10-01
0001172661-24-002789,0,55,133678151,,2023-10-01
0001062993-24-013830,0,78,199272247,N,2023-10-01
0001800513-24-000004,0,805,427751,N,2023-10-01
0001731837-24-000004,0,1357,665836574,N,2023-10-01
0001834985-24-000003,0,158,1504084606,,2023-10-01
0001705819-24-000037,0,135,171797838,,2023-10-01
0001961898-24-000004,0,75,395404582,,2023-10-01
0001409362-24-000004,0,2083,1101547362,N,2023-10-01
0001844266-24-000003,0,64,141433998,,2023-10-01
0000906396-24-000003,0,144,215383855,N,2023-10-01
0001172661-24-002787,0,146,1049766742,,2023-10-01
0001085146-24-003032,0,160,505844264,N,2023-10-01
0001104659-24-080169,0,499,497639424,,2023-10-01
0001085146-24-003031,0,112,127983325,N,2023-10-01
0001859195-24-000003,0,10,103985674,,2023-10-01
0001085146-24-003030,1,556,1299609635,N,2023-10-01
0001214659-24-012473,0,1625,28661505586,,2023-10-01
0001472190-24-000005,0,344,6985868,N,2023-10-01
0001912612-24-000003,0,191,201216585,,2023-10-01
0001333792-24-000003,0,127,522753735,N,2023-10-01
0001785498-24-000003,0,206,341788866,,2023-10-01
0001842811-24-000003,0,165,178819611,,2023-10-01
0001908099-24-000003,0,69,195502601,,2023-10-01
0000869353-24-000004,0,354,4923741785,N,2023-10-01
0001839850-24-000003,0,135,769926469,,2023-10-01
0001943239-24-000003,0,583,617040181,N,2023-10-01
0001950158-24-000003,2,183,189721468,N,2023-10-01
0001085146-24-003029,0,77,163479893,N,2023-10-01
0001085146-24-003028,0,99,193222394,N,2023-10-01
0001085146-24-003027,0,53,169874583,N,2023-10-01
0001085146-24-003026,0,68,21212305,N,2023-10-01
0001085146-24-003025,0,776,3574246064,N,2023-10-01
0001085146-24-003024,0,16,195968130,N,2023-10-01
0001085146-24-003023,0,123,128798766,N,2023-10-01
0001085146-24-003022,0,155,359929526,N,2023-10-01
0001274196-24-000003,0,41,780604,N,2023-10-01
0001085146-24-003021,0,39,209099003,N,2023-10-01
0001085146-24-003020,0,68,456286174,N,2023-10-01
0001085146-24-003019,0,434,613142841,N,2023-10-01
0001535811-24-000003,0,299,654181223,N,2023-10-01
0001085146-24-003018,0,123,55134803,N,2023-10-01
0001085146-24-003017,0,149,114806828,N,2023-10-01
0001415889-24-019578,0,1,88154468545,N,2023-10-01
0001085146-24-003016,0,537,1438976818,N,2023-10-01
0001600746-24-000004,0,39,226944,N,2023-10-01
0001569174-24-000006,0,33,433622690,N,2023-10-01
0001909993-24-000003,0,36,178377258,N,2023-10-01
0001727342-24-000005,0,65,297741506,N,2023-10-01
0001053054-24-000003,0,0,0,N,2023-10-01
0001965653-24-000006,0,107,434386923,N,2023-10-01
0001788558-24-000008,0,5,134802337,N,2023-10-01
0001965653-24-000005,0,400,405168491,N,2023-10-01
0001875645-24-000004,0,333,1495600,N,2023-10-01
0001085146-24-003015,0,122,163286094,N,2023-10-01
0001636948-24-000006,0,105,2182142836,N,2023-10-01
0001172779-24-000003,0,48,714987252,N,2023-10-01
0001172661-24-002786,0,79,104504263,,2023-10-01
0001907092-24-000004,0,58,176098705,N,2023-10-01
0001722053-24-000004,0,262,358277279,N,2023-10-01
0001172661-24-002785,0,32,6409662480,,2023-10-01
0001799425-24-000003,0,44,261418,N,2023-10-01
0001169069-24-000006,0,126,558495980,N,2023-10-01
0001766791-24-000011,0,60,170846,N,2023-10-01
0001104659-24-080112,0,290,1582950258,,2023-10-01
0001911497-24-000003,0,223,143859,N,2023-10-01
0001993327-24-000005,0,21,111879521,N,2023-10-01
0001611519-24-000003,0,36,345787471,N,2023-10-01
0001801892-24-000004,0,122,113758798,N,2023-10-01
0001482688-24-000007,0,114,1585409803,,2023-10-01
0000866780-24-000003,0,740,786789829,N,2023-10-01
0001871593-24-000008,0,43,68084435,,2023-10-01
0001104659-24-080077,0,67,455667987,,2023-10-01
0001822262-24-000003,0,10932,120800131,N,2023-10-01
0001754960-24-000261,0,49,402988328,N,2023-10-01
0000898427-24-000013,5,2585,31013116270,,2023-10-01
0001598611-24-000004,0,223,160390803,N,2023-10-01
0001748728-24-000003,0,70,165474947,N,2023-10-01
0001140361-24-033254,0,447,411402538,,2023-10-01
0001754960-24-000259,0,37,121832782,N,2023-10-01
0001754960-24-000256,0,68,201896342,N,2023-10-01
0002009176-24-000004,0,131,204869241,N,2023-10-01
0002010858-24-000002,0,224,332211446,N,2023-10-01
0001599469-24-000003,0,101,1573756394,N,2023-10-01
0000045319-24-000003,2,230,2435703142,N,2023-10-01
0001754960-24-000254,0,132,226840200,N,2023-10-01
0001910168-24-000003,0,182,220311727,N,2023-10-01
0001754960-24-000253,0,45,126880720,N,2023-10-01
0001754960-24-000250,0,36,304591205,N,2023-10-01
0001214659-24-012447,0,2617,42101555493,,2023-10-01
0001754960-24-000249,0,15,200813178,N,2023-10-01
0001214659-24-012445,0,514,3016601482,,2023-10-01
0002011697-24-000003,0,93,131860035,,2023-10-01
0001919158-24-000004,0,114,133068224,,2023-10-01
0002016899-24-000003,0,160,283664850,,2023-10-01
0001398344-24-012672,6,185,427234342,,2023-10-01
0001950556-24-000003,0,104,18589334,N,2023-10-01
0001398344-24-012670,0,83,336703204,,2023-10-01
0001479844-24-000007,0,1078,3539234022,N,2023-10-01
0001801846-24-000003,0,205,326462574,,2023-10-01
0001798172-24-000006,0,155,205545,N,2023-10-01
0001754960-24-000245,0,30,110334303,N,2023-10-01
0001169318-24-000003,0,145,147964853,N,2023-10-01
0001894302-24-000004,0,2105,516273010,N,2023-10-01
0001876496-24-000003,0,85,4236078,N,2023-10-01
0001730525-24-000007,1,37,3595010,N,2023-10-01
0001731152-24-000004,0,53,2151731704,N,2023-10-01
0002009743-24-000004,0,61,347392824,N,2023-10-01
0000950123-24-006585,2,427,25351999607,N,2023-10-01
0001376474-24-000315,0,5,4173902,N,2023-10-01
0001754960-24-000242,0,41,240470056,N,2023-10-01
0001754960-24-000241,0,133,273715055,N,2023-10-01
0001900409-24-000003,0,94,187989596,N,2023-10-01
0001991983-24-000003,0,110,120877614,N,2023-10-01
0001420506-24-001110,1,139,934534153,N,2023-10-01
0001966040-24-000004,0,172,268210136,N,2023-10-01
0001998269-24-000003,0,275,128165923,N,2023-10-01
0001991301-24-000005,0,65,220306803,N,2023-10-01
0001172661-24-002778,0,51,399641743,,2023-10-01
0001172661-24-002776,0,67,136363762,,2023-10-01
0001616004-24-000005,0,80,228307694,N,2023-10-01
0001172661-24-002772,0,48,120694814,,2023-10-01
0000950123-24-006573,1,270,1082596126,N,2023-10-01
0001172661-24-002770,0,57,124837955,,2023-10-01
0001172661-24-002769,0,101,837464000,,2023-10-01
0001172661-24-002768,0,15,84277921,,2023-10-01
0001453620-24-000008,0,222,2755170371,N,2023-10-01
0001172661-24-002767,0,281,2453243927,,2023-10-01
0001172661-24-002764,1,76,233571063,,2023-10-01
0001172661-24-002763,0,120,324879623,,2023-10-01
0001172661-24-002762,0,26,127906112,,2023-10-01
0001104659-24-079866,0,468,2705588972,,2023-10-01
0001596920-24-000004,0,76,179645399,N,2023-10-01
0001596355-24-000003,0,17,130966231,N,2023-10-01
0001437749-24-022732,1,693,388234454,N,2023-10-01
0001085146-24-003013,0,237,1278443529,N,2023-10-01
0001563634-24-000004,0,44,112824454,N,2023-10-01
0001172661-24-002760,0,159,392562712,,2023-10-01
0001085146-24-003005,0,47,262851503,N,2023-10-01
0001214659-24-012393,0,207,569834926,,2023-10-01
0001427372-24-000006,0,71,452862073,N,2023-10-01
0001172661-24-002759,0,184,293096235,,2023-10-01
0001221073-24-000052,0,96,257602515,,2023-10-01
0001221073-24-000051,0,22,176961287,,2023-10-01
0001221073-24-000050,0,104,131551592,,2023-10-01
0001085146-24-002984,0,87,658558675,N,2023-10-01
0001085146-24-002983,0,82,126745756,N,2023-10-01
0001085146-24-002982,0,1221,8299341904,N,2023-10-01
0001085146-24-002981,0,59,160692222,N,2023-10-01
0001085146-24-002980,0,47,200481058,N,2023-10-01
0001085146-24-002979,0,293,2097808634,N,2023-10-01
0001736666-24-000003,0,100,228341,N,2023-10-01
0001085146-24-002978,0,69,54697631,N,2023-10-01
0001085146-24-002977,0,119,229878194,N,2023-10-01
0001085146-24-002976,0,293,684047862,N,2023-10-01
0001085146-24-002975,0,97,304706638,N,2023-10-01
0001085146-24-002974,0,28,370931361,N,2023-10-01
0001085146-24-002973,0,101,203096504,N,2023-10-01
0000752365-24-000003,0,146,314085580,N,2023-10-01
0001085146-24-002972,0,19,145496518,N,2023-10-01
0001085146-24-002971,0,97,136154429,N,2023-10-01
0001085146-24-002970,0,221,310146344,N,2023-10-01
0001085146-24-002969,0,191,572881284,N,2023-10-01
0001085146-24-002968,0,58,174196501,N,2023-10-01
0001085146-24-002967,0,168,406459598,N,2023-10-01
0001085146-24-002966,0,337,403769752,N,2023-10-01
0001085146-24-002965,0,98,283178858,N,2023-10-01
0001085146-24-002964,0,165,569497713,N,2023-10-01
0001085146-24-002963,0,945,3175937493,N,2023-10-01
0001085146-24-002962,0,45,150737849,N,2023-10-01
0001085146-24-002961,0,213,1332441685,N,2023-10-01
0001703383-24-000003,0,848,338666882,N,2023-10-01
0002011215-24-000004,0,405,204546507,N,2023-10-01
0001861158-24-000009,0,15,407478760,N,2023-10-01
0001085146-24-002958,0,121,518307398,N,2023-10-01
0001352675-24-000003,0,717,999524044,N,2023-10-01
0001130344-24-000004,0,304,116939725,N,2023-10-01
0000354923-24-000005,0,25,200416001,N,2023-10-01
0001062993-24-013747,0,135,835782727,N,2023-10-01
0000902664-24-004714,0,1,0,,2023-10-01
0001731216-24-000003,0,71,247575,N,2023-10-01
0001214659-24-012382,0,372,680182885,,2023-10-01
0001901929-24-000004,0,13,20075,N,2023-10-01
0001808394-24-000005,0,32,154909134,N,2023-10-01
0001632554-24-000007,0,339,774485727,N,2023-10-01
0001096783-24-000005,0,156,763994087,N,2023-10-01
0002010644-24-000003,0,50,146700983,N,2023-10-01
0001911342-24-000003,0,80,242456642,N,2023-10-01
0001802696-24-000004,0,169,182552800,N,2023-10-01
0001568068-24-000003,0,1988,1268023120,N,2023-10-01
0001843684-24-000004,0,160,481616932,N,2023-10-01
0001905367-24-000004,0,42,93205899,N,2023-10-01
0001420506-24-001108,0,145,399438299,N,2023-10-01
0001911472-24-000001,0,180,9917691,N,2023-10-01
0001566493-24-000004,0,169,387754919,N,2023-10-01
0001844821-24-000003,0,22,197596794,N,2023-10-01
0001172661-24-002758,0,289,553654970,,2023-10-01
0001799957-24-000005,0,242,164914607,N,2023-10-01
0001965718-24-000004,0,123,238438,N,2023-10-01
0001635342-24-000005,0,53,319498060,N,2023-10-01
0001670903-24-000003,0,102,310541746,N,2023-10-01
0001730889-24-000003,0,91,226290423,N,2023-10-01
0001085146-24-002957,0,16,32132705,N,2023-10-01
0001768065-24-000004,0,88,157258,N,2023-10-01
0001452861-24-000004,0,2762,164039836776,N,2023-10-01
0001985284-24-000007,0,657,168015464,N,2023-10-01
0001079736-24-000003,0,1332,2733838133,N,2023-10-01
0001601622-24-000003,0,28,159146,N,2023-10-01
0001214659-24-012373,0,102,142377987,,2023-10-01
0001085146-24-002956,0,226,309191140,N,2023-10-01
0001904274-24-000006,0,642,1589502739,N,2023-10-01
0001213900-24-061218,0,25,7611096756,,2023-10-01
0001908386-24-000005,0,33,169020326,N,2023-10-01
0001847343-24-000005,0,130,140562332,N,2023-10-01
0001062993-24-013731,0,403,854108783,Y,2023-10-01
0001798485-24-000003,0,49,139481,N,2023-10-01
0001767302-24-000005,0,29,13294,N,2023-10-01
0001939831-24-000002,0,73,395942246,N,2023-10-01
0001873372-24-000004,0,84,207533427,N,2023-10-01
0001633624-24-000003,0,1,477500,N,2023-10-01
0001535385-24-000003,0,200,7438659421,N,2023-10-01
0001951757-24-000524,0,153,309715159,N,2023-10-01
0001104659-24-079734,0,7,129724401,,2023-10-01
0001951757-24-000523,0,24,143554314,N,2023-10-01
0001961742-24-000003,1,301,438340588,N,2023-10-01
0001951757-24-000522,0,50,151345210,N,2023-10-01
0001951757-24-000521,0,95,116550023,N,2023-10-01
0001951757-24-000520,0,364,4803451244,N,2023-10-01
0001951757-24-000519,0,75,130023525,N,2023-10-01
0001951757-24-000518,0,110,278930100,N,2023-10-01
0001951757-24-000517,0,77,289591758,N,2023-10-01
0001811907-24-000003,0,82,175887,N,2023-10-01
0001951757-24-000516,0,57,136991613,N,2023-10-01
0001951757-24-000515,0,199,143074486,N,2023-10-01
0001725547-24-003178,0,116,309921190,N,2023-10-01
0001951757-24-000514,0,29,188533034,N,2023-10-01
0001664017-24-000003,0,3,293692,N,2023-10-01
0001104659-24-079717,1,122,1166170768,,2023-10-01
0001104659-24-079715,0,927,3426520859,,2023-10-01
0001398344-24-012631,0,779,510705171,,2023-10-01
0001085146-24-002955,0,699,3068775995,N,2023-10-01
0001085146-24-002952,0,299,409768792,N,2023-10-01
0001951757-24-000513,0,74,488970223,N,2023-10-01
0001214659-24-012365,0,41,140080136,,2023-10-01
0001951757-24-000512,0,45,142436056,N,2023-10-01
0001951757-24-000511,0,54,131043274,N,2023-10-01
0001951757-24-000510,0,41,103513441,N,2023-10-01
0001951757-24-000509,0,279,401194107,N,2023-10-01
0001951757-24-000508,0,40,85052320,N,2023-10-01
0001951757-24-000507,0,97,260910587,N,2023-10-01
0001951757-24-000506,0,68,88438876,N,2023-10-01
0001951757-24-000505,0,15,122036441,N,2023-10-01
0001609008-24-000003,0,94,404441703,N,2023-10-01
0001881490-24-000006,0,10,99703618,N,2023-10-01
0001908923-24-000003,0,503,8735887651,N,2023-10-01
0000950123-24-006530,0,696,1224982238,N,2023-10-01
0000950123-24-006518,0,4,440294481,N,2023-10-01
0001513038-24-000003,0,305,430080323,N,2023-10-01
0001398344-24-012629,0,107,1578139833,,2023-10-01
0002005409-24-000003,0,1007,118939113,N,2023-10-01
0001214659-24-012348,0,1032,8432355651,,2023-10-01
0001434845-24-000008,0,134,593740680,N,2023-10-01
0001434845-24-000007,0,139,614594764,N,2023-10-01
0001725547-24-003172,0,274,1049713160,N,2023-10-01
0001434845-24-000006,0,135,528096310,N,2023-10-01
0001434845-24-000005,0,138,491259095,N,2023-10-01
0001434845-24-000004,0,137,496552329,N,2023-10-01
0001085146-24-002949,5,175,234273288,,2023-10-01
0001846236-24-000005,0,64,1077885569,N,2023-10-01
0001420506-24-001104,0,80,78742696,N,2023-10-01
0001768130-24-000007,5,217,594343815,N,2023-10-01
0001844201-24-000005,0,1242,311401919,N,2023-10-01
0001214659-24-012337,0,134,927447230,,2023-10-01
0001768130-24-000006,0,41,132962447,N,2023-10-01
0001877090-24-000004,0,177,284304345,N,2023-10-01
0001831542-24-000003,0,1459,460394015,N,2023-10-01
0001580642-24-003677,0,637,222838747,,2023-10-01
0001313360-24-000008,0,2798,17157714,N,2023-10-01
0001855835-24-000003,0,461,112574142,N,2023-10-01
0001768130-24-000004,0,52,103190158,N,2023-10-01
0001832097-24-000003,0,787,125796009,N,2023-10-01
0001104659-24-079523,0,378,3959043352,,2023-10-01
0001085146-24-002948,0,259,449176515,N,2023-10-01
0001085146-24-002947,0,52,237117842,N,2023-10-01
0001085146-24-002946,0,134,762931460,N,2023-10-01
0001085146-24-002945,0,78,474881629,N,2023-10-01
0001085146-24-002944,0,99,421214801,N,2023-10-01
0001376474-24-000308,0,269,492541450,N,2023-10-01
0001942548-24-000005,0,157,298276231,N,2023-10-01
0001768130-24-000003,0,156,610219809,N,2023-10-01
0001085146-24-002943,0,117,248989050,N,2023-10-01
0001085146-24-002942,0,0,0,N,2023-10-01
0001085146-24-002941,0,630,1824864877,N,2023-10-01
0001761044-24-000005,0,105,375217436,N,2023-10-01
0001085146-24-002940,0,107,116337008,N,2023-10-01
0001085146-24-002939,0,73,574783573,N,2023-10-01
0001214659-24-012327,0,278,421513498,,2023-10-01
0001942548-24-000004,0,108,114168595,N,2023-10-01
0001085146-24-002938,0,511,8842315816,N,2023-10-01
0001085146-24-002936,0,82,247030002,N,2023-10-01
0001085146-24-002935,0,173,258694403,N,2023-10-01
0001085146-24-002934,0,119,186177527,N,2023-10-01
0001085146-24-002933,0,23,1381763054,N,2023-10-01
0001085146-24-002932,0,81,330388310,N,2023-10-01
0001004140-24-000004,0,87,259903969,N,2023-10-01
0001085146-24-002931,0,154,615261700,N,2023-10-01
0001085146-24-002930,0,262,699960011,N,2023-10-01
0001951757-24-000504,0,59,106540182,N,2023-10-01
0001085146-24-002929,0,87,289680743,N,2023-10-01
0001085146-24-002928,0,180,796839592,N,2023-10-01
0001085146-24-002927,0,41,188160801,N,2023-10-01
0001085146-24-002926,0,299,1359035521,N,2023-10-01
0001085146-24-002925,0,49,334098727,N,2023-10-01
0001085146-24-002924,0,228,435445768,N,2023-10-01
0001085146-24-002923,0,37,108455609,N,2023-10-01
0001835206-24-000004,0,43,135932939,N,2023-10-01
0001085146-24-002922,0,85,390517774,N,2023-10-01
0001843309-24-000006,0,72,178865565,N,2023-10-01
0001085146-24-002921,8,235,716763435,,2023-10-01
0001085146-24-002920,0,101,273117895,N,2023-10-01
0001085146-24-002919,0,217,510612716,N,2023-10-01
0001055544-24-000004,0,120,954163,N,2023-10-01
0001085146-24-002918,0,129,107415731,N,2023-10-01
0001085146-24-002917,0,50,338474210,N,2023-10-01
0001085146-24-002916,0,74,426194072,N,2023-10-01
0001214659-24-012323,0,41,344147168,,2023-10-01
0001085146-24-002915,0,71,140123587,N,2023-10-01
0001085146-24-002914,0,39,192680741,N,2023-10-01
0001085146-24-002913,0,142,189458539,N,2023-10-01
0001085146-24-002912,0,185,314366576,N,2023-10-01
0001085146-24-002911,0,290,409869847,N,2023-10-01
0001085146-24-002910,0,158,143153264,N,2023-10-01
0001085146-24-002909,0,5,58437157,N,2023-10-01
0001085146-24-002908,0,7,62825556,N,2023-10-01
0001104659-24-079499,0,1385,1600425441,,2023-10-01
0001085146-24-002907,0,147,186520852,N,2023-10-01
0001085146-24-002906,0,107,205638491,N,2023-10-01
0001085146-24-002905,0,28,250929153,N,2023-10-01
0001085146-24-002904,0,83,350331120,N,2023-10-01
0001085146-24-002903,0,168,701101840,N,2023-10-01
0001085146-24-002902,0,36,4258212463,N,2023-10-01
0001085146-24-002901,0,90,224905417,N,2023-10-01
0001085146-24-002900,0,53,188586460,N,2023-10-01
0001085146-24-002899,0,81,200342575,N,2023-10-01
0001085146-24-002898,0,61,207034472,N,2023-10-01
0001932952-24-000003,0,791,1130407194,N,2023-10-01
0001951757-24-000503,0,147,181129127,N,2023-10-01
0001725547-24-003169,0,110,481999903,N,2023-10-01
0001951757-24-000502,0,152,201051950,N,2023-10-01
0001568132-24-000004,0,984,728577,N,2023-10-01
0001104659-24-079494,0,101,282504593,,2023-10-01
0001951757-24-000501,0,48,168769427,N,2023-10-01
0001085146-24-002897,0,77,258506777,N,2023-10-01
0001640335-24-000003,0,158,161159551,N,2023-10-01
0001085146-24-002896,0,41,518557284,N,2023-10-01
0001085146-24-002895,0,114,329923485,N,2023-10-01
0001085146-24-002894,0,176,180804040,N,2023-10-01
0001085146-24-002893,0,111,368650608,N,2023-10-01
0001085146-24-002892,0,40,188274049,N,2023-10-01
0001085146-24-002891,0,62,406283041,N,2023-10-01
0001085146-24-002890,0,12,110829746,N,2023-10-01
0001085146-24-002889,0,188,531634991,N,2023-10-01
0001085146-24-002888,0,116,291316466,N,2023-10-01
0001085146-24-002887,0,80,230512008,N,2023-10-01
0001085146-24-002886,0,9,3526008999,N,2023-10-01
0001632078-24-000006,0,104,216214381,N,2023-10-01
0001085146-24-002885,0,231,1572965566,N,2023-10-01
0001951757-24-000500,0,85,98439997,N,2023-10-01
0001085146-24-002884,0,352,698966780,N,2023-10-01
0001085146-24-002883,0,54,230818194,N,2023-10-01
0001085146-24-002882,0,104,283143338,N,2023-10-01
0001085146-24-002881,0,234,480803432,N,2023-10-01
0001951757-24-000499,0,98,368918858,N,2023-10-01
0001085146-24-002880,0,303,930450826,N,2023-10-01
0001085146-24-002879,0,231,321382549,N,2023-10-01
0001951757-24-000498,0,94,107113062,N,2023-10-01
0001085146-24-002878,0,97,89709428,N,2023-10-01
0001085146-24-002877,0,149,653721711,N,2023-10-01
0001085146-24-002876,0,100,115711523,N,2023-10-01
0001951757-24-000497,0,64,278233029,N,2023-10-01
0001085146-24-002875,0,30,239303231,N,2023-10-01
0001085146-24-002874,0,79,125322049,N,2023-10-01
0001085146-24-002873,0,101,242327956,N,2023-10-01
0001085146-24-002872,0,77,464625703,N,2023-10-01
0001951757-24-000496,0,155,419864960,N,2023-10-01
0001085146-24-002871,0,67,16624310,N,2023-10-01
0001085146-24-002870,0,81,159785461,N,2023-10-01
0001085146-24-002869,0,213,552501902,N,2023-10-01
0001085146-24-002868,0,283,2839524094,N,2023-10-01
0001085146-24-002867,0,289,609041833,N,2023-10-01
0001085146-24-002866,0,261,270165183,N,2023-10-01
0001951757-24-000495,0,100,126686831,N,2023-10-01
0001172661-24-002754,0,78,114498463,,2023-10-01
0001062993-24-013672,0,609,1078788496,N,2023-10-01
0001644329-24-000002,0,50,214661171,N,2023-10-01
0001633716-24-000007,0,297,616742859,N,2023-10-01
0001951757-24-000494,0,142,552766332,N,2023-10-01
0001085146-24-002865,0,31,200374136,N,2023-10-01
0001840084-24-000003,0,122,240708,N,2023-10-01
0001085146-24-002864,0,236,400474156,N,2023-10-01
0001272544-24-000004,0,91,252735446,N,2023-10-01
0001649910-24-000013,0,287,1757425057,N,2023-10-01
0001085146-24-002863,0,202,544779231,N,2023-10-01
0001808179-24-000004,0,53,102455489,N,2023-10-01
0001780055-24-000004,0,205,286578537,N,2023-10-01
0001420506-24-001102,0,41,200175013,N,2023-10-01
0001140361-24-033014,0,1,0,Y,2023-10-01
0001951757-24-000493,0,25,94801457,N,2023-10-01
0001105837-24-000007,0,784,912231050,N,2023-10-01
0001951757-24-000492,0,64,189519469,N,2023-10-01
0001901361-24-000004,0,55,141819303,N,2023-10-01
0001352547-24-000004,0,306,1407547709,N,2023-10-01
0001772031-24-000005,0,321,772398055,N,2023-10-01
0001951757-24-000491,0,64,222951688,N,2023-10-01
0001752045-24-000003,0,88,209672886,N,2023-10-01
0001951757-24-000490,0,160,363321779,N,2023-10-01
0001951757-24-000489,0,168,387157830,N,2023-10-01
0000950157-24-000988,0,5,270561638,,2023-10-01
0001951757-24-000488,0,148,1052611000,N,2023-10-01
0001951757-24-000487,0,84,256899968,N,2023-10-01
0001080576-24-000008,0,489,667003721,N,2023-10-01
0001951757-24-000486,0,106,173030255,N,2023-10-01
0002010186-24-000026,0,1139,6590673951,N,2023-10-01
0001801184-24-000001,0,34,58406,N,2023-10-01
0001728689-24-000008,0,18,140900470,N,2023-10-01
0001172661-24-002751,0,1,197645385,,2023-10-01
0001172661-24-002750,0,2,514953447,,2023-10-01
0001696867-24-000003,0,133,416331,N,2023-10-01
0001990951-24-000003,0,53,391820165,N,2023-10-01
0001085146-24-002862,0,167,391028352,N,2023-10-01
0001696867-24-000002,0,163,327952,N,2023-10-01
0000938077-24-000003,0,147,358279698,N,2023-10-01
0001738720-24-000003,0,120,146342597,N,2023-10-01
0001721168-24-000008,0,18,158094181,N,2023-10-01
0001384943-24-000006,0,267,940284145,N,2023-10-01
0001622627-24-000045,0,40,129952896,N,2023-10-01
0001811052-24-000004,0,85,1242803621,N,2023-10-01
0001725547-24-003167,0,68,280743147,N,2023-10-01
0000726854-24-000152,0,495,676481816,N,2023-10-01
0001838226-24-000002,0,244,249863938,N,2023-10-01
0000950123-24-006490,0,854,1283652411,N,2023-10-01
0001692227-24-000004,0,176,175434002,N,2023-10-01
0001569102-24-000003,0,83,119561,N,2023-10-01
0001725547-24-003165,0,283,1278012351,N,2023-10-01
0001172661-24-002747,0,15,508655064,,2023-10-01
0001437749-24-022596,0,226,203892784,N,2023-10-01
0001214659-24-012293,0,37,116302921,,2023-10-01
0001214659-24-012291,0,209,350236925,,2023-10-01
0001582732-24-000006,0,650,4423784561,N,2023-10-01
0001214659-24-012289,0,2,546485903,,2023-10-01
0001398344-24-012586,0,730,197873144,,2023-10-01
0001214659-24-012287,0,135,148540222,,2023-10-01
0001104659-24-079407,0,231,397819751,,2023-10-01
0001104659-24-079390,0,83,189410767,,2023-10-01
0001062993-24-013664,2,95,2934973560,N,2023-10-01
0001777469-24-000003,0,145,163176000,N,2023-10-01
0001966595-24-000004,0,20,937288860,N,2023-10-01
0000944361-24-000008,0,180,4662811360,N,2023-10-01
0001833140-24-000003,0,155,309190299,N,2023-10-01
